concept_id,concept_name,keep_entry_in_codeset,comments,condition_count,patient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id,domain_id
19080181,methylprednisolone 62.5 MG/ML Injectable Solution,TRUE,NA,NA,NA,S,NA,314099,RxNorm,Clinical Drug,Drug
19081625,prednisone 5 MG [Sterapred],TRUE,NA,NA,NA,S,NA,567758,RxNorm,Branded Drug Comp,Drug
19081627,prednisone 10 MG [Sterapred DS],TRUE,NA,NA,NA,S,NA,567786,RxNorm,Branded Drug Comp,Drug
19081860,prednisone 1 MG/ML,TRUE,NA,NA,NA,S,NA,316580,RxNorm,Clinical Drug Comp,Drug
19084229,methylprednisolone 40 MG,TRUE,NA,20,20,S,NA,330037,RxNorm,Clinical Drug Comp,Drug
19087427,prednisone 1 MG/ML [Liquid Pred],TRUE,NA,NA,NA,S,NA,539946,RxNorm,Branded Drug Comp,Drug
19087429,prednisone 1 MG [Meticorten],TRUE,NA,NA,NA,S,NA,567565,RxNorm,Branded Drug Comp,Drug
19087451,prednisone 1 MG [Orasone],TRUE,NA,NA,NA,S,NA,567566,RxNorm,Branded Drug Comp,Drug
19087452,prednisone 5 MG [Orasone],TRUE,NA,NA,NA,S,NA,567756,RxNorm,Branded Drug Comp,Drug
19087453,prednisone 10 MG [Orasone],TRUE,NA,NA,NA,S,NA,567785,RxNorm,Branded Drug Comp,Drug
19087454,prednisone 20 MG [Orasone],TRUE,NA,NA,NA,S,NA,567794,RxNorm,Branded Drug Comp,Drug
19087455,prednisone 50 MG [Orasone],TRUE,NA,NA,NA,S,NA,567842,RxNorm,Branded Drug Comp,Drug
19089061,prednisone 2.5 MG [Deltasone],TRUE,NA,NA,NA,S,NA,567645,RxNorm,Branded Drug Comp,Drug
19089062,prednisone 5 MG [Deltasone],TRUE,NA,NA,NA,S,NA,567755,RxNorm,Branded Drug Comp,Drug
19089063,prednisone 10 MG [Deltasone],TRUE,NA,NA,NA,S,NA,567784,RxNorm,Branded Drug Comp,Drug
19089064,prednisone 20 MG [Deltasone],TRUE,NA,NA,NA,S,NA,567793,RxNorm,Branded Drug Comp,Drug
19089065,prednisone 50 MG [Deltasone],TRUE,NA,NA,NA,S,NA,567841,RxNorm,Branded Drug Comp,Drug
19090523,meprednisone 4 MG/ML,TRUE,NA,NA,NA,S,NA,334021,RxNorm,Clinical Drug Comp,Drug
19090524,meprednisone 4 MG,TRUE,NA,NA,NA,S,NA,334022,RxNorm,Clinical Drug Comp,Drug
19090525,meprednisone 40 MG,TRUE,NA,NA,NA,S,NA,334023,RxNorm,Clinical Drug Comp,Drug
19090526,meprednisone 8 MG,TRUE,NA,NA,NA,S,NA,334024,RxNorm,Clinical Drug Comp,Drug
19090623,methylprednisolone 1.5 MG,TRUE,NA,NA,NA,S,NA,334064,RxNorm,Clinical Drug Comp,Drug
19093831,methylprednisolone 1 MG/ML,TRUE,NA,NA,NA,S,NA,340167,RxNorm,Clinical Drug Comp,Drug
19098197,prednisone 10 MG Oral Tablet [Prednicot],TRUE,NA,NA,NA,S,NA,351400,RxNorm,Branded Drug,Drug
19098198,prednisone 20 MG Oral Tablet [Prednicot],TRUE,NA,NA,NA,S,NA,351401,RxNorm,Branded Drug,Drug
19099970,methylprednisolone 50 MG/ML,TRUE,NA,NA,NA,S,NA,360536,RxNorm,Clinical Drug Comp,Drug
19104623,methylprednisolone 20 MG/ML Injectable Solution,TRUE,NA,NA,NA,S,NA,415817,RxNorm,Clinical Drug,Drug
19104629,methylprednisolone 5 MG/ML Injectable Solution,TRUE,NA,NA,NA,S,NA,415856,RxNorm,Clinical Drug,Drug
19104630,methylprednisolone 10 MG/ML Injectable Solution,TRUE,NA,NA,NA,S,NA,415857,RxNorm,Clinical Drug,Drug
19105235,chloramphenicol 0.002 MG/MG / prednisone 0.005 MG/MG Topical Ointment,FALSE,delete,NA,NA,S,NA,418863,RxNorm,Clinical Drug,Drug
19105412,piroxicam 10 MG / prednisone 2 MG Rectal Suppository,FALSE,delete,NA,NA,S,NA,420639,RxNorm,Clinical Drug,Drug
19105447,prednisone 5 MG Rectal Suppository,FALSE,delete,NA,NA,S,NA,420771,RxNorm,Clinical Drug,Drug
19105448,prednisone 30 MG Rectal Suppository,FALSE,delete,NA,NA,S,NA,420772,RxNorm,Clinical Drug,Drug
19105449,prednisone 100 MG Rectal Suppository,FALSE,delete,NA,NA,S,NA,420773,RxNorm,Clinical Drug,Drug
19007004,methylprednisolone 50 MG/ML Injectable Solution,TRUE,NA,NA,NA,S,NA,105404,RxNorm,Clinical Drug,Drug
19007010,prednisone 5 MG Oral Tablet [Decortisyl],TRUE,NA,NA,NA,S,NA,105412,RxNorm,Branded Drug,Drug
19009116,meprednisone,TRUE,NA,NA,NA,S,NA,29523,RxNorm,Ingredient,Drug
19009117,meprednisone 8 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,248682,RxNorm,Clinical Drug,Drug
19009119,meprednisone 4 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,248725,RxNorm,Clinical Drug,Drug
19009120,meprednisone 4 MG/ML Oral Solution,TRUE,NA,NA,NA,S,NA,248794,RxNorm,Clinical Drug,Drug
19019158,methylprednisolone 24 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,197970,RxNorm,Clinical Drug,Drug
19024533,prednisone 1 MG Oral Tablet [Econosone],TRUE,NA,NA,NA,S,NA,201082,RxNorm,Branded Drug,Drug
19024534,prednisone 5 MG Oral Tablet [Econosone],TRUE,NA,NA,NA,S,NA,201083,RxNorm,Branded Drug,Drug
19028933,prednisone 5 MG/ML Oral Solution,TRUE,NA,NA,NA,S,NA,205301,RxNorm,Clinical Drug,Drug
19031623,prednisone 1 MG/ML Oral Solution [Liquid Pred],TRUE,NA,NA,NA,S,NA,206199,RxNorm,Branded Drug,Drug
19033379,prednisone 1 MG Oral Tablet [Meticorten],TRUE,NA,NA,NA,S,NA,206754,RxNorm,Branded Drug,Drug
19033380,prednisone 1 MG Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,206755,RxNorm,Branded Drug,Drug
19033622,prednisone 2.5 MG Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,206837,RxNorm,Branded Drug,Drug
19034011,prednisone 5 MG Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,206954,RxNorm,Branded Drug,Drug
19034012,prednisone 5 MG Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,206955,RxNorm,Branded Drug,Drug
19034013,prednisone 5 MG Oral Tablet [Prednicen-M],TRUE,NA,NA,NA,S,NA,206956,RxNorm,Branded Drug,Drug
19034014,prednisone 5 MG Oral Tablet [Sterapred],TRUE,NA,NA,NA,S,NA,206957,RxNorm,Branded Drug,Drug
19034196,prednisone 10 MG [Prednicot],TRUE,NA,NA,NA,S,NA,575331,RxNorm,Branded Drug Comp,Drug
19034197,prednisone 20 MG [Prednicot],TRUE,NA,NA,NA,S,NA,575332,RxNorm,Branded Drug Comp,Drug
19034203,prednisone 10 MG Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,206988,RxNorm,Branded Drug,Drug
19034204,prednisone 10 MG Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,206989,RxNorm,Branded Drug,Drug
19034205,prednisone 10 MG Oral Tablet [Sterapred DS],TRUE,NA,NA,NA,S,NA,206990,RxNorm,Branded Drug,Drug
19034231,prednisone 20 MG Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,206997,RxNorm,Branded Drug,Drug
19034232,prednisone 20 MG Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,206998,RxNorm,Branded Drug,Drug
19034327,prednisone 50 MG Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,207048,RxNorm,Branded Drug,Drug
19034328,prednisone 50 MG Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,207049,RxNorm,Branded Drug,Drug
19034645,methylprednisolone 2 MG Oral Tablet [Medrol],TRUE,NA,1484,426,S,NA,207136,RxNorm,Branded Drug,Drug
19034646,methylprednisolone 8 MG Oral Tablet [Medrol],TRUE,NA,NA,NA,S,NA,207137,RxNorm,Branded Drug,Drug
19034647,methylprednisolone 16 MG Oral Tablet [Medrol],TRUE,NA,5591,1671,S,NA,207138,RxNorm,Branded Drug,Drug
19034648,methylprednisolone 24 MG Oral Tablet [Medrol],TRUE,NA,NA,NA,S,NA,207139,RxNorm,Branded Drug,Drug
19034650,methylprednisolone 32 MG Oral Tablet [Medrol],TRUE,NA,NA,NA,S,NA,207141,RxNorm,Branded Drug,Drug
19034804,methylprednisolone 40 MG Injection [A-MethaPred],TRUE,NA,125234,16372,S,NA,207190,RxNorm,Branded Drug,Drug
19034805,methylprednisolone 40 MG Injection [Solu-Medrol],TRUE,NA,256982,35730,S,NA,207191,RxNorm,Branded Drug,Drug
19034806,methylprednisolone 125 MG Injection [A-MethaPred],TRUE,NA,187122,33158,S,NA,207192,RxNorm,Branded Drug,Drug
19034807,methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],TRUE,NA,NA,NA,S,NA,207193,RxNorm,Branded Drug,Drug
19043507,methylprednisolone 2 MG [Medrol],TRUE,NA,NA,NA,S,NA,567927,RxNorm,Branded Drug Comp,Drug
19043508,methylprednisolone 8 MG [Medrol],TRUE,NA,NA,NA,S,NA,567928,RxNorm,Branded Drug Comp,Drug
19043509,methylprednisolone 16 MG [Medrol],TRUE,NA,NA,NA,S,NA,567929,RxNorm,Branded Drug Comp,Drug
19043531,methylprednisolone 32 MG [Medrol],TRUE,NA,NA,NA,S,NA,567932,RxNorm,Branded Drug Comp,Drug
19043532,methylprednisolone 4 MG [Medrol],TRUE,NA,NA,NA,S,NA,574125,RxNorm,Branded Drug Comp,Drug
19048394,methylprednisolone 62.5 MG/ML [Solu-Medrol],TRUE,NA,NA,NA,S,NA,567984,RxNorm,Branded Drug Comp,Drug
19060038,methylprednisolone 1 MG/ML Ophthalmic Solution,FALSE,delete,NA,NA,S,NA,246024,RxNorm,Clinical Drug,Drug
19061425,meprednisone 40 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,248702,RxNorm,Clinical Drug,Drug
19064110,piroxicam 10 MG / prednisone 2 MG Delayed Release Oral Tablet,TRUE,NA,NA,NA,S,NA,250996,RxNorm,Clinical Drug,Drug
19067555,methylprednisolone 4 MG Oral Tablet [Medrol],TRUE,NA,19320,3875,S,NA,260330,RxNorm,Branded Drug,Drug
19129398,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,TRUE,NA,526482,199326,S,NA,762675,RxNorm,Clinical Pack,Drug
19129511,{48 (prednisone 5 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,763179,RxNorm,Clinical Pack,Drug
19129512,{21 (prednisone 5 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,763181,RxNorm,Clinical Pack,Drug
19129513,{48 (prednisone 10 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,763183,RxNorm,Clinical Pack,Drug
19129514,{21 (prednisone 10 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,763185,RxNorm,Clinical Pack,Drug
19130164,{12 (prednisone 5 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,795854,RxNorm,Clinical Pack,Drug
19130165,{12 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred Uni-Pak 12 Day],TRUE,NA,NA,NA,S,NA,795855,RxNorm,Branded Pack,Drug
19130166,{6 (prednisone 5 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,795856,RxNorm,Clinical Pack,Drug
19130167,{6 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred Uni-Pak 6 Day],TRUE,NA,NA,NA,S,NA,795857,RxNorm,Branded Pack,Drug
19130170,{6 (prednisone 10 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,795860,RxNorm,Clinical Pack,Drug
19130171,{6 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS Uni-Pak 6 Day],TRUE,NA,NA,NA,S,NA,795861,RxNorm,Branded Pack,Drug
19131653,{14 (methylprednisolone 16 MG Oral Tablet) } Pack,TRUE,NA,20,20,S,NA,804173,RxNorm,Clinical Pack,Drug
19133854,{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],TRUE,NA,68891,46767,S,NA,834023,RxNorm,Branded Pack,Drug
19133985,{25 (prednisone 10 MG Oral Tablet) } Pack,TRUE,NA,NA,NA,S,NA,834395,RxNorm,Clinical Pack,Drug
19135072,{48 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred 5 MG 12 Day Uni-Pak],TRUE,NA,NA,NA,S,NA,845491,RxNorm,Branded Pack,Drug
19135073,{21 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred 5 MG Uni-Pak],TRUE,NA,NA,NA,S,NA,845492,RxNorm,Branded Pack,Drug
19135074,{48 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS 12 Day Uni-Pak],TRUE,NA,NA,NA,S,NA,845493,RxNorm,Branded Pack,Drug
19135075,{21 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS Uni-Pak],TRUE,NA,NA,NA,S,NA,845494,RxNorm,Branded Pack,Drug
35606531,methylprednisolone 125 MG,TRUE,NA,20,20,S,NA,1743702,RxNorm,Clinical Drug Comp,Drug
19105450,prednisone 10 MG Rectal Suppository,FALSE,delete,NA,NA,S,NA,420774,RxNorm,Clinical Drug,Drug
19106650,methylprednisolone 40 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,429197,RxNorm,Clinical Drug,Drug
19106693,prednisone 8 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,429331,RxNorm,Clinical Drug,Drug
19106694,prednisone 40 MG Oral Tablet,TRUE,NA,NA,NA,S,NA,429332,RxNorm,Clinical Drug,Drug
19109240,prednisone 0.005 MG/MG,FALSE,delete,NA,NA,S,NA,438434,RxNorm,Clinical Drug Comp,Drug
19110847,methylprednisolone 10 MG/ML,TRUE,NA,NA,NA,S,NA,446407,RxNorm,Clinical Drug Comp,Drug
19110848,methylprednisolone 5 MG/ML,TRUE,NA,NA,NA,S,NA,446408,RxNorm,Clinical Drug Comp,Drug
19111642,prednisone 100 MG,TRUE,NA,NA,NA,S,NA,451141,RxNorm,Clinical Drug Comp,Drug
19111643,prednisone 30 MG,TRUE,NA,NA,NA,S,NA,451143,RxNorm,Clinical Drug Comp,Drug
19111644,prednisone 40 MG,TRUE,NA,NA,NA,S,NA,451144,RxNorm,Clinical Drug Comp,Drug
19111647,prednisone 8 MG,TRUE,NA,NA,NA,S,NA,451147,RxNorm,Clinical Drug Comp,Drug
19113790,prednisone 10 MG [Predone],TRUE,NA,NA,NA,S,NA,541813,RxNorm,Branded Drug Comp,Drug
19113791,prednisone 10 MG Oral Tablet [Predone],TRUE,NA,NA,NA,S,NA,541815,RxNorm,Branded Drug,Drug
19113805,prednisone 20 MG [Predone],TRUE,NA,NA,NA,S,NA,541871,RxNorm,Branded Drug Comp,Drug
19113806,prednisone 20 MG Oral Tablet [Predone],TRUE,NA,NA,NA,S,NA,541872,RxNorm,Branded Drug,Drug
19116164,prednisone 5 MG [Decortisyl],TRUE,NA,NA,NA,S,NA,564054,RxNorm,Branded Drug Comp,Drug
19117427,prednisone 1 MG [Econosone],TRUE,NA,NA,NA,S,NA,565678,RxNorm,Branded Drug Comp,Drug
19117428,prednisone 5 MG [Econosone],TRUE,NA,NA,NA,S,NA,565679,RxNorm,Branded Drug Comp,Drug
19118280,methylprednisolone 24 MG [Medrol],TRUE,NA,NA,NA,S,NA,567930,RxNorm,Branded Drug Comp,Drug
19120864,prednisone 5 MG [Prednicot],TRUE,NA,NA,NA,S,NA,575330,RxNorm,Branded Drug Comp,Drug
19121837,prednisone 5 MG/ML [Prednisone Intensol],TRUE,NA,NA,NA,S,NA,582601,RxNorm,Branded Drug Comp,Drug
19121838,prednisone 5 MG/ML Oral Solution [Prednisone Intensol],TRUE,NA,NA,NA,S,NA,582603,RxNorm,Branded Drug,Drug
19127696,prednisone 10 MG Oral Capsule,TRUE,NA,NA,NA,S,NA,746380,RxNorm,Clinical Drug,Drug
19127774,prednisone 20 MG Oral Capsule,TRUE,NA,NA,NA,S,NA,746836,RxNorm,Clinical Drug,Drug
19127775,prednisone 5 MG Oral Capsule,TRUE,NA,NA,NA,S,NA,746837,RxNorm,Clinical Drug,Drug
40055571,meprednisone Oral Solution,TRUE,NA,NA,NA,S,NA,372772,RxNorm,Clinical Drug Form,Drug
40055572,meprednisone Oral Tablet,TRUE,NA,NA,NA,S,NA,372773,RxNorm,Clinical Drug Form,Drug
40060699,methylprednisolone Enema,FALSE,delete,NA,NA,S,NA,372865,RxNorm,Clinical Drug Form,Drug
40060701,methylprednisolone Injectable Solution,TRUE,NA,NA,NA,S,NA,376656,RxNorm,Clinical Drug Form,Drug
40060704,methylprednisolone Injectable Solution [Solu-Medrol],TRUE,NA,NA,NA,S,NA,362772,RxNorm,Branded Drug Form,Drug
40060705,methylprednisolone Injectable Suspension,TRUE,NA,NA,NA,S,NA,372866,RxNorm,Clinical Drug Form,Drug
40060710,methylprednisolone Injectable Suspension [Depo-Medrol],TRUE,NA,NA,NA,S,NA,365570,RxNorm,Branded Drug Form,Drug
40060727,methylprednisolone Ophthalmic Solution,FALSE,delete,NA,NA,S,NA,372867,RxNorm,Clinical Drug Form,Drug
40060728,methylprednisolone Oral Tablet,TRUE,NA,20,20,S,NA,372868,RxNorm,Clinical Drug Form,Drug
40060730,methylprednisolone Oral Tablet [Medrol],TRUE,NA,NA,NA,S,NA,368772,RxNorm,Branded Drug Form,Drug
40060734,methylprednisolone Topical Cream,FALSE,delete,NA,NA,S,NA,377758,RxNorm,Clinical Drug Form,Drug
40060736,methylprednisolone Topical Ointment,FALSE,delete,NA,NA,S,NA,372863,RxNorm,Clinical Drug Form,Drug
40066583,methylprednisolone / neomycin Topical Cream,FALSE,delete,NA,NA,S,NA,376403,RxNorm,Clinical Drug Form,Drug
40066585,methylprednisolone / neomycin Topical Ointment,FALSE,delete,NA,NA,S,NA,376326,RxNorm,Clinical Drug Form,Drug
40073529,prednisone Oral Solution,TRUE,NA,NA,NA,S,NA,373583,RxNorm,Clinical Drug Form,Drug
40073530,prednisone Oral Solution [Liquid Pred],TRUE,NA,NA,NA,S,NA,364008,RxNorm,Branded Drug Form,Drug
40073531,prednisone Oral Tablet,TRUE,NA,NA,NA,S,NA,373585,RxNorm,Clinical Drug Form,Drug
40073532,prednisone Oral Tablet [Decortisyl],TRUE,NA,NA,NA,S,NA,380828,RxNorm,Branded Drug Form,Drug
40073533,prednisone Oral Tablet [Deltasone],TRUE,NA,NA,NA,S,NA,92354,RxNorm,Branded Drug Form,Drug
40073806,prednisone Oral Tablet [Econosone],TRUE,NA,NA,NA,S,NA,380827,RxNorm,Branded Drug Form,Drug
40073807,prednisone Oral Tablet [Meticorten],TRUE,NA,NA,NA,S,NA,368867,RxNorm,Branded Drug Form,Drug
40073808,prednisone Oral Tablet [Orasone],TRUE,NA,NA,NA,S,NA,368790,RxNorm,Branded Drug Form,Drug
40073809,prednisone Oral Tablet [Prednicen-M],TRUE,NA,NA,NA,S,NA,368813,RxNorm,Branded Drug Form,Drug
40073810,prednisone Oral Tablet [Prednicot],TRUE,NA,NA,NA,S,NA,368654,RxNorm,Branded Drug Form,Drug
40073811,prednisone Oral Tablet [Sterapred DS],TRUE,NA,NA,NA,S,NA,368806,RxNorm,Branded Drug Form,Drug
40073812,prednisone Oral Tablet [Sterapred],TRUE,NA,NA,NA,S,NA,368812,RxNorm,Branded Drug Form,Drug
40073813,prednisone Rectal Suppository,FALSE,delete,NA,NA,S,NA,451142,RxNorm,Clinical Drug Form,Drug
40077886,piroxicam / prednisone Delayed Release Oral Tablet,TRUE,NA,NA,NA,S,NA,373495,RxNorm,Clinical Drug Form,Drug
40077887,piroxicam / prednisone Oral Tablet,TRUE,NA,NA,NA,S,NA,376283,RxNorm,Clinical Drug Form,Drug
40077888,piroxicam / prednisone Rectal Suppository,FALSE,delete,NA,NA,S,NA,450881,RxNorm,Clinical Drug Form,Drug
40119172,prednisone Oral Tablet [Predone],TRUE,NA,NA,NA,S,NA,541814,RxNorm,Branded Drug Form,Drug
40127030,prednisone Oral Solution [Prednisone Intensol],TRUE,NA,NA,NA,S,NA,582602,RxNorm,Branded Drug Form,Drug
40143531,prednisone Oral Capsule,TRUE,NA,NA,NA,S,NA,746379,RxNorm,Clinical Drug Form,Drug
42873418,prednisone Delayed Release Oral Tablet,TRUE,NA,20,20,S,NA,1303124,RxNorm,Clinical Drug Form,Drug
42873420,prednisone 1 MG [Rayos],TRUE,NA,NA,NA,S,NA,1303127,RxNorm,Branded Drug Comp,Drug
42873421,prednisone Delayed Release Oral Tablet [Rayos],TRUE,NA,NA,NA,S,NA,1303128,RxNorm,Branded Drug Form,Drug
42873422,prednisone 2 MG [Rayos],TRUE,NA,NA,NA,S,NA,1303133,RxNorm,Branded Drug Comp,Drug
42873423,prednisone 5 MG [Rayos],TRUE,NA,NA,NA,S,NA,1303136,RxNorm,Branded Drug Comp,Drug
42873627,prednisone 1 MG Delayed Release Oral Tablet,TRUE,NA,416181,31249,S,NA,1303125,RxNorm,Clinical Drug,Drug
42873628,prednisone 1 MG Delayed Release Oral Tablet [Rayos],TRUE,NA,96,49,S,NA,1303131,RxNorm,Branded Drug,Drug
42873629,prednisone 2 MG Delayed Release Oral Tablet,TRUE,NA,323,188,S,NA,1303132,RxNorm,Clinical Drug,Drug
42873630,prednisone 2 MG Delayed Release Oral Tablet [Rayos],TRUE,NA,239,102,S,NA,1303134,RxNorm,Branded Drug,Drug
42873631,prednisone 5 MG Delayed Release Oral Tablet,TRUE,NA,2855575,122617,S,NA,1303135,RxNorm,Clinical Drug,Drug
42873632,prednisone 5 MG Delayed Release Oral Tablet [Rayos],TRUE,NA,744,334,S,NA,1303137,RxNorm,Branded Drug,Drug
35606532,methylprednisolone Injection,TRUE,NA,99078,37776,S,NA,1743703,RxNorm,Clinical Drug Form,Drug
35606533,methylprednisolone 125 MG Injection,TRUE,NA,398373,99371,S,NA,1743704,RxNorm,Clinical Drug,Drug
35606534,methylprednisolone 125 MG [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1743705,RxNorm,Branded Drug Comp,Drug
35606535,methylprednisolone Injection [Solu-Medrol],TRUE,NA,NA,NA,S,NA,1743706,RxNorm,Branded Drug Form,Drug
35606536,methylprednisolone 125 MG Injection [Solu-Medrol],TRUE,NA,246727,68099,S,NA,1743707,RxNorm,Branded Drug,Drug
35606537,methylprednisolone 500 MG,TRUE,NA,20,20,S,NA,1743719,RxNorm,Clinical Drug Comp,Drug
