concept_id,concept_name,keep_entry_in_codeset,comments,condition_count,patient_count,standard_concept,invalid_reason,concept_code,vocabulary_id,concept_class_id,domain_id
19028399,hydrocortisone 5 MG/ML [Massengill],TRUE,NA,20,20,S,NA,797859,RxNorm,Branded Drug Comp,Drug
19029017,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML [Proctofoam-HC],FALSE,delete,20,20,S,NA,828363,RxNorm,Branded Drug Comp,Drug
19032195,hydrocortisone 0.005 MG/MG Oral Paste [Orabase HCA],FALSE,delete,20,20,S,NA,206375,RxNorm,Branded Drug,Drug
19032378,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Cort-Biotic],FALSE,delete,20,20,S,NA,575293,RxNorm,Branded Drug Comp,Drug
19032573,hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML [Dermazene],FALSE,delete,20,20,S,NA,575554,RxNorm,Branded Drug Comp,Drug
19034021,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Ocutricin HC],FALSE,delete,20,20,S,NA,575547,RxNorm,Branded Drug Comp,Drug
19034027,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Oti-sone],FALSE,delete,20,20,S,NA,575294,RxNorm,Branded Drug Comp,Drug
19034029,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Oticot HC],FALSE,delete,20,20,S,NA,575645,RxNorm,Branded Drug Comp,Drug
19037464,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otocort],FALSE,delete,20,20,S,NA,567348,RxNorm,Branded Drug Comp,Drug
19039286,hydrocortisone 5 MG Oral Tablet [Cortef],TRUE,NA,27369,2730,S,NA,208680,RxNorm,Branded Drug,Drug
19039383,hydrocortisone 10 MG Oral Tablet [Cortef],TRUE,NA,26548,1781,S,NA,208712,RxNorm,Branded Drug,Drug
19039743,hydrocortisone 20 MG Oral Tablet [Cortef],TRUE,NA,5859,627,S,NA,208816,RxNorm,Branded Drug,Drug
19040156,hydrocortisone 100 MG Injection [A-Hydrocort],TRUE,NA,44730,8364,S,NA,208947,RxNorm,Branded Drug,Drug
19040967,hydrocortisone 2 MG/ML Oral Suspension [Cortef],TRUE,NA,20,20,S,NA,209245,RxNorm,Branded Drug,Drug
19041535,hydrocortisone 15 MG/ML / oxytetracycline 5 MG/ML [Terra-Cortril],FALSE,delete,20,20,S,NA,567244,RxNorm,Branded Drug Comp,Drug
19042519,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Masporin],FALSE,delete,20,20,S,NA,567352,RxNorm,Branded Drug Comp,Drug
19043285,hydrocortisone 1.67 MG/ML [Cortenema],FALSE,delete,20,20,S,NA,562955,RxNorm,Branded Drug Comp,Drug
19043287,hydrocortisone 5 MG/ML [Aeroseb-HC],FALSE,delete,20,20,S,NA,567183,RxNorm,Branded Drug Comp,Drug
19043289,hydrocortisone 2.5 MG/ML [Cetacort],FALSE,delete,20,20,S,NA,543679,RxNorm,Branded Drug Comp,Drug
19043290,hydrocortisone 5 MG/ML [Cetacort],FALSE,delete,20,20,S,NA,567143,RxNorm,Branded Drug Comp,Drug
19043313,hydrocortisone 5 MG/ML [Cort-Dome],FALSE,delete,20,20,S,NA,571949,RxNorm,Branded Drug Comp,Drug
19043315,hydrocortisone 5 MG [Cortef],TRUE,NA,20,20,S,NA,569343,RxNorm,Branded Drug Comp,Drug
19043316,hydrocortisone 10 MG [Cortef],TRUE,NA,20,20,S,NA,569375,RxNorm,Branded Drug Comp,Drug
19043317,hydrocortisone 20 MG [Cortef],TRUE,NA,20,20,S,NA,569465,RxNorm,Branded Drug Comp,Drug
19043318,hydrocortisone 2 MG/ML [Cortef],TRUE,NA,20,20,S,NA,569869,RxNorm,Branded Drug Comp,Drug
19043320,hydrocortisone 10 MG/ML [Dermacort],TRUE,NA,20,20,S,NA,567198,RxNorm,Branded Drug Comp,Drug
19043346,hydrocortisone 25 MG/ML [Hytone],TRUE,NA,20,20,S,NA,567135,RxNorm,Branded Drug Comp,Drug
19043347,hydrocortisone 0.01 MG/MG [Hytone],TRUE,NA,20,20,S,NA,567163,RxNorm,Branded Drug Comp,Drug
19043348,hydrocortisone 0.025 MG/MG [Hytone],TRUE,NA,20,20,S,NA,567166,RxNorm,Branded Drug Comp,Drug
19043349,hydrocortisone 10 MG/ML [Hytone],TRUE,NA,20,20,S,NA,567173,RxNorm,Branded Drug Comp,Drug
19043371,hydrocortisone 25 MG/ML [Nutracort],TRUE,NA,20,20,S,NA,567138,RxNorm,Branded Drug Comp,Drug
19043372,hydrocortisone 10 MG/ML [Nutracort],TRUE,NA,20,20,S,NA,567213,RxNorm,Branded Drug Comp,Drug
19043374,hydrocortisone 10 MG/ML [Proctocort],TRUE,NA,20,20,S,NA,543689,RxNorm,Branded Drug Comp,Drug
19043850,hydrocortisone 20 MG/ML [Nucort],TRUE,NA,20,20,S,NA,827344,RxNorm,Branded Drug Comp,Drug
19052272,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [AK-Spore HC],FALSE,delete,20,20,S,NA,567349,RxNorm,Branded Drug Comp,Drug
19052473,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Acetasol HC],FALSE,delete,20,20,S,NA,573411,RxNorm,Branded Drug Comp,Drug
19052580,hydrocortisone 10 MG/ML [Acticort 100],FALSE,delete,20,20,S,NA,567167,RxNorm,Branded Drug Comp,Drug
19053009,hydrocortisone 10 MG/ML [Ala-Cort],FALSE,delete,20,20,S,NA,567191,RxNorm,Branded Drug Comp,Drug
19053476,hydrocortisone 5 MG/ML [Aloe Cort],FALSE,delete,20,20,S,NA,571947,RxNorm,Branded Drug Comp,Drug
19054922,hydrocortisone 10 MG/ML [Aquanil HC],FALSE,delete,20,20,S,NA,567169,RxNorm,Branded Drug Comp,Drug
19057671,hydrocortisone 5 MG/ML [Caldecort],FALSE,delete,20,20,S,NA,571948,RxNorm,Branded Drug Comp,Drug
19058668,ciprofloxacin 2 MG/ML / hydrocortisone 10 MG/ML [Cipro HC],FALSE,delete,20,20,S,NA,573221,RxNorm,Branded Drug Comp,Drug
19059580,hydrocortisone 10 MG/ML [Cortaid],TRUE,NA,20,20,S,NA,567171,RxNorm,Branded Drug Comp,Drug
19059601,hydrocortisone 5 MG/ML [Cortaid],TRUE,NA,20,20,S,NA,571951,RxNorm,Branded Drug Comp,Drug
19059604,hydrocortisone 10 MG/ML [Cortane],TRUE,NA,20,20,S,NA,567211,RxNorm,Branded Drug Comp,Drug
19059610,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Cortratigen],FALSE,delete,20,20,S,NA,567341,RxNorm,Branded Drug Comp,Drug
19059634,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Cortisporin],FALSE,delete,20,20,S,NA,825188,RxNorm,Branded Drug Comp,Drug
19059688,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Cortomycin],FALSE,delete,20,20,S,NA,567343,RxNorm,Branded Drug Comp,Drug
19059726,hydrocortisone 5 MG/ML [Cotacort],FALSE,delete,20,20,S,NA,567144,RxNorm,Branded Drug Comp,Drug
19061353,hydrocortisone 5 MG/ML [Dermolate],FALSE,delete,20,20,S,NA,571956,RxNorm,Branded Drug Comp,Drug
19061357,hydrocortisone 5 MG/ML [Dermtex HC],FALSE,delete,20,20,S,NA,567145,RxNorm,Branded Drug Comp,Drug
19061358,hydrocortisone 10 MG/ML [Dermtex HC],FALSE,delete,20,20,S,NA,576137,RxNorm,Branded Drug Comp,Drug
19061952,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Cortisporin Ointment],FALSE,delete,20,20,S,NA,688699,RxNorm,Branded Drug Comp,Drug
19063117,chloramphenicol 0.01 MG/MG / hydrocortisone 0.005 MG/MG / polymyxin B 10 UNT/MG [Ophthocort],FALSE,delete,20,20,S,NA,569915,RxNorm,Branded Drug Comp,Drug
19063119,hydrocortisone 0.005 MG/MG [Orabase HCA],FALSE,delete,20,20,S,NA,545756,RxNorm,Branded Drug Comp,Drug
19063153,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Drotic],FALSE,delete,20,20,S,NA,567344,RxNorm,Branded Drug Comp,Drug
19063670,hydrocortisone 100 MG/ML Injectable Solution,TRUE,NA,20,20,S,NA,250788,RxNorm,Clinical Drug,Drug
19063870,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Ear-Eze],FALSE,delete,20,20,S,NA,567345,RxNorm,Branded Drug Comp,Drug
19063892,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Earsol-HC],FALSE,delete,20,20,S,NA,573412,RxNorm,Branded Drug Comp,Drug
19066846,hydrocortisone 5 MG/ML [Genasone/Aloe],TRUE,NA,20,20,S,NA,571957,RxNorm,Branded Drug Comp,Drug
19067155,hydrocortisone 10 MG/ML [Gly-Cort],TRUE,NA,20,20,S,NA,567172,RxNorm,Branded Drug Comp,Drug
19069346,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML [Hysone],FALSE,delete,20,20,S,NA,566911,RxNorm,Branded Drug Comp,Drug
19070931,hydrocortisone 25 MG/ML [Lacticare-HC],FALSE,delete,20,20,S,NA,567137,RxNorm,Branded Drug Comp,Drug
19070932,hydrocortisone 10 MG/ML [Lacticare-HC],FALSE,delete,20,20,S,NA,567212,RxNorm,Branded Drug Comp,Drug
19072499,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Masporin Otic],FALSE,delete,20,20,S,NA,567346,RxNorm,Branded Drug Comp,Drug
19073018,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Otosol HC],FALSE,delete,20,20,S,NA,545139,RxNorm,Branded Drug Comp,Drug
19074763,hydrocortisone 0.01 MG/MG / neomycin 0.005 MG/MG [Neo-Cortef],FALSE,delete,20,20,S,NA,567234,RxNorm,Branded Drug Comp,Drug
19076067,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otic Ear Care],FALSE,delete,20,20,S,NA,575237,RxNorm,Branded Drug Comp,Drug
19076095,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otimar],FALSE,delete,20,20,S,NA,567354,RxNorm,Branded Drug Comp,Drug
19076097,hydrocortisone 5 MG/ML / polymyxin B 10000 UNT/ML [Otobiotic],FALSE,delete,20,20,S,NA,567378,RxNorm,Branded Drug Comp,Drug
19076121,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otocort Sterile Suspension],FALSE,delete,20,20,S,NA,567355,RxNorm,Branded Drug Comp,Drug
19076917,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML [Pedi-Cort V],FALSE,delete,20,20,S,NA,566913,RxNorm,Branded Drug Comp,Drug
19076989,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Pediotic],FALSE,delete,20,20,S,NA,567356,RxNorm,Branded Drug Comp,Drug
19077020,hydrocortisone 10 MG/ML [Penecort],FALSE,delete,20,20,S,NA,567175,RxNorm,Branded Drug Comp,Drug
19078350,hydrocortisone 2 MG/ML Oral Suspension,TRUE,NA,8654,354,S,NA,310899,RxNorm,Clinical Drug,Drug
19078412,hydrocortisone 0.01 MG/MG [Procort],FALSE,delete,20,20,S,NA,567164,RxNorm,Branded Drug Comp,Drug
19079481,hydrocortisone 10 MG/ML [Recort Plus],FALSE,delete,20,20,S,NA,567176,RxNorm,Branded Drug Comp,Drug
19079489,hydrocortisone 10 MG/ML [Rederm],FALSE,delete,20,20,S,NA,543683,RxNorm,Branded Drug Comp,Drug
19080565,hydrocortisone 10 MG/ML [Sarnol-HC],FALSE,delete,20,20,S,NA,567177,RxNorm,Branded Drug Comp,Drug
19080569,hydrocortisone 10 MG/ML [Scalp-Aid],FALSE,delete,20,20,S,NA,567178,RxNorm,Branded Drug Comp,Drug
19080591,hydrocortisone 10 MG/ML [Scalp-Cort],FALSE,delete,20,20,S,NA,567179,RxNorm,Branded Drug Comp,Drug
19081460,hydrocortisone 10 MG,TRUE,NA,20,20,S,NA,316056,RxNorm,Clinical Drug Comp,Drug
19081471,hydrocortisone 10 MG/ML,TRUE,NA,46,20,S,NA,316057,RxNorm,Clinical Drug Comp,Drug
19081472,hydrocortisone 20 MG,TRUE,NA,20,20,S,NA,316058,RxNorm,Clinical Drug Comp,Drug
19081630,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML [Steroform],FALSE,delete,20,20,S,NA,566914,RxNorm,Branded Drug Comp,Drug
19082564,hydrocortisone 25 MG/ML [Texacort],FALSE,delete,20,20,S,NA,567182,RxNorm,Branded Drug Comp,Drug
19083661,hydrocortisone 1 MG/ML,TRUE,NA,7319,224,S,NA,329209,RxNorm,Clinical Drug Comp,Drug
19085082,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Vasotate HC],FALSE,delete,20,20,S,NA,573413,RxNorm,Branded Drug Comp,Drug
19085298,hydrocortisone 25 MG/ML,TRUE,NA,20,20,S,NA,330460,RxNorm,Clinical Drug Comp,Drug
19085371,clioquinol 30 MG/ML / hydrocortisone 10 MG/ML [Vio-Tex-HC],FALSE,delete,20,20,S,NA,566915,RxNorm,Branded Drug Comp,Drug
19085551,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Vosol HC],FALSE,delete,20,20,S,NA,573414,RxNorm,Branded Drug Comp,Drug
19085928,hydrocortisone 15 MG,TRUE,NA,20,20,S,NA,330700,RxNorm,Clinical Drug Comp,Drug
19086249,hydrocortisone 2 MG/ML,TRUE,NA,20,20,S,NA,330825,RxNorm,Clinical Drug Comp,Drug
19088174,hydrocortisone 4 MG,TRUE,NA,20,20,S,NA,332093,RxNorm,Clinical Drug Comp,Drug
19091192,hydrocortisone 40 MG,TRUE,NA,20,20,S,NA,334970,RxNorm,Clinical Drug Comp,Drug
19093396,hydrocortisone 0.005 MG/MG,FALSE,delete,20,20,S,NA,339990,RxNorm,Clinical Drug Comp,Drug
19093652,hydrocortisone 0.015 MG/MG,FALSE,delete,20,20,S,NA,340098,RxNorm,Clinical Drug Comp,Drug
19093653,hydrocortisone 100 MG/ML,TRUE,NA,1483,270,S,NA,340099,RxNorm,Clinical Drug Comp,Drug
19093712,hydrocortisone 0.025 MG/MG,FALSE,delete,20,20,S,NA,340118,RxNorm,Clinical Drug Comp,Drug
19100321,hydrocortisone 10 MG/ML [Yeast-X External],FALSE,delete,20,20,S,NA,574614,RxNorm,Branded Drug Comp,Drug
19109288,hydrocortisone 30 MG/ML,TRUE,NA,20,20,S,NA,438512,RxNorm,Clinical Drug Comp,Drug
19109290,hydrocortisone 0.03 MG/MG,FALSE,delete,20,20,S,NA,438514,RxNorm,Clinical Drug Comp,Drug
19110032,hydrocortisone 0.0009 MG/MG,FALSE,delete,20,20,S,NA,439820,RxNorm,Clinical Drug Comp,Drug
19110247,hydrocortisone 0.0033 MG/MG,FALSE,delete,20,20,S,NA,440442,RxNorm,Clinical Drug Comp,Drug
19110248,hydrocortisone 0.00127 MG/MG,FALSE,delete,20,20,S,NA,440443,RxNorm,Clinical Drug Comp,Drug
19110249,hydrocortisone 0.0112 MG/MG,FALSE,delete,20,20,S,NA,440445,RxNorm,Clinical Drug Comp,Drug
19110251,hydrocortisone 3.3 MG,FALSE,delete,20,20,S,NA,440447,RxNorm,Clinical Drug Comp,Drug
19110256,hydrocortisone 0.004 MG/MG,FALSE,delete,20,20,S,NA,440461,RxNorm,Clinical Drug Comp,Drug
19110325,hydrocortisone 40 MG/ML,TRUE,NA,20,20,S,NA,440586,RxNorm,Clinical Drug Comp,Drug
19110892,hydrocortisone 250 MG,TRUE,NA,20,20,S,NA,446496,RxNorm,Clinical Drug Comp,Drug
19114227,hydrocortisone 10 MG/ML [Procto-Pak],FALSE,delete,20,20,S,NA,543490,RxNorm,Branded Drug Comp,Drug
19114612,hydrocortisone 0.1 MG/ML,FALSE,delete,20,20,S,NA,544998,RxNorm,Clinical Drug Comp,Drug
19114672,acetic acid 20 MG/ML / hydrocortisone 10 MG/ML [Otomycet HC],FALSE,delete,20,20,S,NA,545135,RxNorm,Branded Drug Comp,Drug
19115161,hydrocortisone 0.005 MG/MG Oral Paste,FALSE,delete,20,20,S,NA,562300,RxNorm,Clinical Drug,Drug
19115584,hydrocortisone 1 MG/ML [Dioderm],FALSE,delete,20,20,S,NA,563298,RxNorm,Branded Drug Comp,Drug
19115586,hydrocortisone 10 MG/ML [Hydrocortistab],FALSE,delete,20,20,S,NA,563300,RxNorm,Branded Drug Comp,Drug
19116155,hydrocortisone 10 MG [Hydrocortone],TRUE,NA,20,20,S,NA,564045,RxNorm,Branded Drug Comp,Drug
19116156,hydrocortisone 20 MG [Hydrocortone],TRUE,NA,20,20,S,NA,564046,RxNorm,Branded Drug Comp,Drug
19116157,hydrocortisone 100 MG/ML [Efcortesol],TRUE,NA,20,20,S,NA,564047,RxNorm,Branded Drug Comp,Drug
19116457,hydrocortisone 5 MG/ML / nystatin 100000 UNT/ML [Nystaform-HC],FALSE,delete,20,20,S,NA,564403,RxNorm,Branded Drug Comp,Drug
19117813,hydrocortisone 10 MG/ML [Efcortelan],TRUE,NA,20,20,S,NA,566208,RxNorm,Branded Drug Comp,Drug
19117981,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML [Ala-Quin],FALSE,delete,20,20,S,NA,566907,RxNorm,Branded Drug Comp,Drug
19117982,clioquinol 30 MG/ML / hydrocortisone 5 MG/ML [Steroform],FALSE,delete,20,20,S,NA,566908,RxNorm,Branded Drug Comp,Drug
19118099,hydrocortisone 10 MG/ML [Texacort],TRUE,NA,20,20,S,NA,567180,RxNorm,Branded Drug Comp,Drug
19118100,hydrocortisone 10 MG/ML [Theracort],TRUE,NA,20,20,S,NA,567181,RxNorm,Branded Drug Comp,Drug
19118101,hydrocortisone 1 MG/ML [Dermtex HC],TRUE,NA,20,20,S,NA,567185,RxNorm,Branded Drug Comp,Drug
19118103,hydrocortisone 10 MG/ML [Dermol HC],TRUE,NA,20,20,S,NA,567200,RxNorm,Branded Drug Comp,Drug
19118108,hydrocortisone 10 MG/ML [Instacort 10],TRUE,NA,20,20,S,NA,567206,RxNorm,Branded Drug Comp,Drug
19118110,hydrocortisone 10 MG/ML [Nogenic HC],TRUE,NA,20,20,S,NA,567208,RxNorm,Branded Drug Comp,Drug
19118111,hydrocortisone 10 MG/ML [Procort],TRUE,NA,20,20,S,NA,567209,RxNorm,Branded Drug Comp,Drug
19118112,hydrocortisone 10 MG/ML [Cetacort],TRUE,NA,20,20,S,NA,567210,RxNorm,Branded Drug Comp,Drug
19118143,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Antibiotic Ear],FALSE,delete,20,20,S,NA,567340,RxNorm,Branded Drug Comp,Drug
19118144,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otic care],FALSE,delete,20,20,S,NA,567347,RxNorm,Branded Drug Comp,Drug
19118145,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Cortatrigen],FALSE,delete,20,20,S,NA,567350,RxNorm,Branded Drug Comp,Drug
19118146,hydrocortisone 10 MG / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Otic Ear Care],FALSE,delete,20,20,S,NA,567353,RxNorm,Branded Drug Comp,Drug
19119910,hydrocortisone 5 MG/ML [HC AC/Aloe],FALSE,delete,20,20,S,NA,571958,RxNorm,Branded Drug Comp,Drug
19120000,benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML [Vanoxide-HC],FALSE,delete,20,20,S,NA,572100,RxNorm,Branded Drug Comp,Drug
19120004,hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML [Vytone],FALSE,delete,20,20,S,NA,572105,RxNorm,Branded Drug Comp,Drug
19120058,hydrocortisone 0.005 MG/MG [Ivocort],FALSE,delete,20,20,S,NA,572390,RxNorm,Branded Drug Comp,Drug
19120064,hydrocortisone 1 MG/ML [Cortaid],FALSE,delete,20,20,S,NA,572443,RxNorm,Branded Drug Comp,Drug
19120348,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Neotricin HC],FALSE,delete,20,20,S,NA,573503,RxNorm,Branded Drug Comp,Drug
19120349,bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG [Ocu-Cort],FALSE,delete,20,20,S,NA,573504,RxNorm,Branded Drug Comp,Drug
19120572,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML [Lazersporin-C],FALSE,delete,20,20,S,NA,574103,RxNorm,Branded Drug Comp,Drug
19120573,hydrocortisone 10 MG/ML [Anusert HC-1],FALSE,delete,20,20,S,NA,574106,RxNorm,Branded Drug Comp,Drug
19120574,hydrocortisone 10 MG/ML [Anusol HC-1],FALSE,delete,20,20,S,NA,574107,RxNorm,Branded Drug Comp,Drug
19120576,hydrocortisone 10 MG/ML [Nupercainal HC 1%],FALSE,delete,20,20,S,NA,574109,RxNorm,Branded Drug Comp,Drug
19120577,hydrocortisone 10 MG/ML [Preparation H Hydrocortisone],TRUE,NA,20,20,S,NA,574110,RxNorm,Branded Drug Comp,Drug
19120626,hydrocortisone 0.01 MG/MG [Anusol HC],FALSE,delete,20,20,S,NA,574332,RxNorm,Branded Drug Comp,Drug
