Concept Name,Concept Id,Valid Start Date,Invalid Reason,Vocabulary Id,Concept Code,Concept Class Id,Standard Concept,Concept Name,Domain Id,Valid End Date
Methylprednisolone 16 mg oral tablet,4158357,2002-01-31,,SNOMED,325413007,Pharma/Biol Product,,Methylprednisolone 16 mg oral tablet,Drug,2099-12-31
Prednisone-containing product,4011170,2002-01-31,,SNOMED,10312003,Pharma/Biol Product,,Prednisone-containing product,Drug,2099-12-31
Methylprednisolone sodium succinate 500g powder for injection solution vial,40556099,2002-07-31,U,SNOMED,375926001,Pharma/Biol Product,,Methylprednisolone sodium succinate 500g powder for injection solution vial,Drug,2005-07-31
Methylprednisolone sodium succinate product,4031607,2002-01-31,D,SNOMED,109069007,Pharma/Biol Product,,Methylprednisolone sodium succinate product,Drug,2019-01-31
Methylprednisolone 500mg injection powder vial,4158355,2002-01-31,D,SNOMED,325408008,Pharma/Biol Product,,Methylprednisolone 500mg injection powder vial,Drug,2018-07-31
Methylprednisolone 40mg powder and solvent for injection solution vial,4158358,2002-01-31,U,SNOMED,325416004,Pharma/Biol Product,,Methylprednisolone 40mg powder and solvent for injection solution vial,Drug,2019-07-31
Methylprednisolone 125mg powder and solvent for injection solution vial,4158203,2002-01-31,U,SNOMED,325417008,Pharma/Biol Product,,Methylprednisolone 125mg powder and solvent for injection solution vial,Drug,2019-07-31
Methylprednisolone 500mg powder and solvent for injection solution vial,4157140,2002-01-31,U,SNOMED,325419006,Pharma/Biol Product,,Methylprednisolone 500mg powder and solvent for injection solution vial,Drug,2019-07-31
Methylprednisolone 1g powder and solvent for injection solution vial,4157141,2002-01-31,U,SNOMED,325420000,Pharma/Biol Product,,Methylprednisolone 1g powder and solvent for injection solution vial,Drug,2019-07-31
Methylprednisolone 2g powder and solvent for injection solution vial,4158204,2002-01-31,U,SNOMED,325421001,Pharma/Biol Product,,Methylprednisolone 2g powder and solvent for injection solution vial,Drug,2019-07-31
Methylprednisolone sodium succinate 40mg powder for injection solution vial,4161716,2002-07-31,U,SNOMED,374026005,Pharma/Biol Product,,Methylprednisolone sodium succinate 40mg powder for injection solution vial,Drug,2019-07-31
Methylprednisolone sodium succinate 125mg powder for injection solution vial,4191769,2002-07-31,U,SNOMED,374055002,Pharma/Biol Product,,Methylprednisolone sodium succinate 125mg powder for injection solution vial,Drug,2019-07-31
Methylprednisolone sodium succinate 500mg powder for injection solution vial,4191859,2002-07-31,U,SNOMED,374085007,Pharma/Biol Product,,Methylprednisolone sodium succinate 500mg powder for injection solution vial,Drug,2019-07-31
Methylprednisolone sodium succinate 2g powder for injection solution vial,4191861,2002-07-31,U,SNOMED,374091009,Pharma/Biol Product,,Methylprednisolone sodium succinate 2g powder for injection solution vial,Drug,2019-07-31
Methylprednisolone sodium su 40mg powder,40556588,2002-07-31,U,SNOMED,376052002,Pharma/Biol Product,,Methylprednisolone sodium su 40mg powder,Drug,2005-01-31
Depo-Medrone 40mg/1mL injection,40530750,1970-01-01,U,SNOMED,329982007,Pharma/Biol Product,,Depo-Medrone 40mg/1mL injection,Drug,2020-07-30
Methylprednisolone sodium su 500mg/4mL injection,40555986,2002-07-31,U,SNOMED,374087004,Pharma/Biol Product,,Methylprednisolone sodium su 500mg/4mL injection,Drug,2020-07-30
Methylprednisolone acetate 40mg/mL,40551694,2002-07-31,U,SNOMED,374858001,Pharma/Biol Product,,Methylprednisolone acetate 40mg/mL,Drug,2020-07-30
Methylprednisolone sodium su 125mg/2mL powder,40550344,2002-07-31,U,SNOMED,376424000,Pharma/Biol Product,,Methylprednisolone sodium su 125mg/2mL powder,Drug,2020-07-30
Methylprednisolone sodium su 40mg/mL powder,40550345,2002-07-31,U,SNOMED,376425004,Pharma/Biol Product,,Methylprednisolone sodium su 40mg/mL powder,Drug,2020-07-30
Methylprednisolone sodium su 125mg injection,40550947,2002-07-31,U,SNOMED,376557001,Pharma/Biol Product,,Methylprednisolone sodium su 125mg injection,Drug,2020-07-30
methylprednisolone sodium succinate,45960340,1970-01-01,D,SNOMED,13331311000001107,Pharma/Biol Product,,methylprednisolone sodium succinate,Drug,2020-07-30
Methylprednisolone 4 MG Oral Tablet,45282745,2007-06-01,D,NDC,00182105001,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-02-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,44890664,2008-08-01,D,NDC,00182105003,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-02-01
Methylprednisolone 4 MG Oral Tablet,44890737,2007-06-01,D,NDC,00185012505,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution,44959826,2007-06-01,D,NDC,00469101000,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution,45284001,2007-06-01,D,NDC,00469168010,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45351684,2007-06-01,D,NDC,00364046701,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-12-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45180709,2008-08-01,D,NDC,00364046721,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution,44925769,2007-06-01,D,NDC,00381025091,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44942847,2007-06-01,D,NDC,00405466601,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45129841,2008-08-01,D,NDC,00405466621,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45318300,2007-06-01,D,NDC,00527109301,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,44943245,2009-08-01,D,NDC,00527129607,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-02-01
Methylprednisolone 4 MG Oral Tablet,44857982,2007-06-01,D,NDC,00536403601,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45318368,2008-08-01,D,NDC,00536403644,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45301416,2007-06-01,D,NDC,00555030102,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2013-03-01
Methylprednisolone 4 MG Oral Tablet,45369350,2007-06-01,D,NDC,00555030104,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-12-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45250062,2009-08-01,D,NDC,00555030138,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2012-12-01
Methylprednisolone 4 MG Oral Tablet,44891463,2007-06-01,D,NDC,00349827901,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45078726,2008-08-01,D,NDC,00349827921,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2011-01-01
"methylprednisolone sodium succinate 40mg/mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [a-methapred]",44959642,2005-12-20,,NDC,004093217,9-digit NDC,,"methylprednisolone sodium succinate 40mg/mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [a-methapred]",Drug,2099-12-31
methylprednisolone 40 MG Injection [A-MethaPred],45300969,2007-06-01,,NDC,00409321705,11-digit NDC,,methylprednisolone 40 MG Injection [A-MethaPred],Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution [A-MethaPred],45164137,2009-03-01,D,NDC,00409321715,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [A-MethaPred],Drug,2016-10-01
"methylprednisolone sodium succinate 125mg/2mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [a-methapred]",45096030,2005-12-20,,NDC,004093218,9-digit NDC,,"methylprednisolone sodium succinate 125mg/2mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [a-methapred]",Drug,2099-12-31
methylprednisolone 125 MG Injection [A-MethaPred],44874634,2007-06-01,,NDC,00409321805,11-digit NDC,,methylprednisolone 125 MG Injection [A-MethaPred],Drug,2099-12-31
Methylprednisolone 62.5 MG/ML Injectable Solution [A-MethaPred],45027967,2009-03-01,D,NDC,00409321815,11-digit NDC,,Methylprednisolone 62.5 MG/ML Injectable Solution [A-MethaPred],Drug,2016-10-01
methylprednisolone 40 MG Injection [A-MethaPred],44976652,2007-06-01,,NDC,00409568401,11-digit NDC,,methylprednisolone 40 MG Injection [A-MethaPred],Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution [A-MethaPred],45096048,2011-02-01,D,NDC,00409568423,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [A-MethaPred],Drug,2016-05-01
methylprednisolone 125 MG Injection [A-MethaPred],45351992,2008-08-01,,NDC,00409568502,11-digit NDC,,methylprednisolone 125 MG Injection [A-MethaPred],Drug,2099-12-31
Methylprednisolone 62.5 MG/ML Injectable Solution [A-MethaPred],45129916,2009-08-01,D,NDC,00409568523,11-digit NDC,,Methylprednisolone 62.5 MG/ML Injectable Solution [A-MethaPred],Drug,2016-05-01
METHYLPREDNISOLONE 4 MG TABLET,44891927,2011-10-25,,NDC,00440776021,11-digit NDC,,METHYLPREDNISOLONE 4 MG TABLET,Drug,2099-12-31
Methylprednisolone [endocrine use],40522731,2002-01-31,U,SNOMED,325387001,Pharma/Biol Product,,Methylprednisolone [endocrine use],Drug,2008-01-31
Methylprednisolone 4 MG Oral Tablet,45095355,2007-06-01,D,NDC,00254421613,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44839720,2009-01-01,D,NDC,00254421615,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45248967,2007-06-01,D,NDC,00254421621,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-06-01
Methylprednisolone 4 MG Oral Tablet,45283183,2007-06-01,D,NDC,00254421628,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2012-12-01
Methylprednisolone 4 MG Oral Tablet,44873880,2007-06-01,D,NDC,00254421635,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2008-03-01
Methylprednisolone 4 MG Oral Tablet,45180346,2007-06-01,D,NDC,00254421638,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2008-03-01
"methylprednisolone sodium succinate 500mg/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",1752607,2016-01-01,,NDC,001439850,9-digit NDC,,"methylprednisolone sodium succinate 500mg/1 INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",Drug,2099-12-31
methylprednisolone 500 MG Injection,1753410,2019-05-01,,NDC,00143985001,11-digit NDC,,methylprednisolone 500 MG Injection,Drug,2099-12-31
methylprednisolone 16mg/1 ORAL TABLET,45009501,2012-09-12,,NDC,001790124,9-digit NDC,,methylprednisolone 16mg/1 ORAL TABLET,Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet,45026735,2012-10-01,D,NDC,00179012470,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet,Drug,2018-12-01
Methylprednisolone 4 MG Oral Tablet,45282930,2007-06-01,D,NDC,00228249410,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,45180152,2007-06-01,D,NDC,00247001221,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,45317091,2008-08-01,D,NDC,00247001230,11-digit NDC,,{21 (Methylprednisolone 4 MG Oral Tablet) } Pack,Drug,2016-03-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45061235,2007-06-01,D,NDC,00247029201,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45044138,2007-08-01,D,NDC,00247029225,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet [Medrol],45112348,2007-06-01,D,NDC,00247036221,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2016-03-01
Methylprednisolone 4 MG Oral Tablet [Medrol],45197354,2007-06-01,D,NDC,00247036230,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2016-03-01
Methylprednisolone 4 MG Oral Tablet [Medrol],45180214,2007-06-01,D,NDC,00247036240,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2016-03-01
Methylprednisolone 4 MG Oral Tablet [Medrol],45351127,2007-06-01,D,NDC,00247036250,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2019-06-01
Methylprednisolone 16 MG Oral Tablet [Medrol],44873802,2007-08-01,D,NDC,00247098204,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2020-02-01
Methylprednisolone 16 MG Oral Tablet [Medrol],44839631,2007-08-01,D,NDC,00247098230,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2020-02-01
Methylprednisolone 4 MG Oral Tablet,45129187,2007-08-01,D,NDC,00247136501,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44975909,2007-08-01,D,NDC,00247136520,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44908319,2007-08-01,D,NDC,00247136521,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
Methylprednisolone 4 MG Oral Tablet,44942182,2007-08-01,D,NDC,00247136530,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
"methylprednisolone sodium succinate 500mg/4mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",45127544,1959-04-02,,NDC,000090003,9-digit NDC,,"methylprednisolone sodium succinate 500mg/4mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",Drug,2099-12-31
methylprednisolone 500 MG Injection [Solu-Medrol],44923579,2016-04-01,,NDC,00009000302,11-digit NDC,,methylprednisolone 500 MG Injection [Solu-Medrol],Drug,2099-12-31
"methylprednisolone sodium succinate 1g/8mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",45076791,1959-04-02,,NDC,000090018,9-digit NDC,,"methylprednisolone sodium succinate 1g/8mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",Drug,2099-12-31
methylprednisolone 1000 MG Injection [Solu-Medrol],44940604,2016-04-01,,NDC,00009001820,11-digit NDC,,methylprednisolone 1000 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 2mg/1 ORAL TABLET,45247258,2013-09-20,,NDC,000090020,9-digit NDC,,methylprednisolone 2mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 2 MG Oral Tablet [Medrol],44940605,2013-11-01,,NDC,00009002001,11-digit NDC,,methylprednisolone 2 MG Oral Tablet [Medrol],Drug,2099-12-31
"methylprednisolone sodium succinate 40mg/mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",45025572,1959-04-02,,NDC,000090039,9-digit NDC,,"methylprednisolone sodium succinate 40mg/mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],36196628,2018-09-01,,NDC,00009003905,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],36182985,2018-09-01,,NDC,00009003906,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],44906649,2009-12-01,,NDC,00009003928,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],45264485,2012-04-01,,NDC,00009003930,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],45093705,2010-01-01,,NDC,00009003932,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 40 MG Injection [Solu-Medrol],45042599,2012-08-01,,NDC,00009003933,11-digit NDC,,methylprednisolone 40 MG Injection [Solu-Medrol],Drug,2099-12-31
"methylprednisolone sodium succinate 125mg/2mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",44872205,1959-04-02,,NDC,000090047,9-digit NDC,,"methylprednisolone sodium succinate 125mg/2mL INTRAMUSCULAR; INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],36196627,2018-09-01,,NDC,00009004703,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],36182986,2018-09-01,,NDC,00009004704,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],45213063,2016-04-01,,NDC,00009004722,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],45366591,2016-04-01,,NDC,00009004725,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],45247260,2016-04-01,,NDC,00009004726,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 125 MG Injection [Solu-Medrol],45059740,2016-04-01,,NDC,00009004727,11-digit NDC,,methylprednisolone 125 MG Injection [Solu-Medrol],Drug,2099-12-31
methylprednisolone 2mg/1 ORAL TABLET [medrol],45008346,1957-10-24,,NDC,000090049,9-digit NDC,,methylprednisolone 2mg/1 ORAL TABLET [medrol],Drug,2099-12-31
Methylprednisolone 2 MG Oral Tablet [Medrol],45127547,2007-06-01,D,NDC,00009004902,11-digit NDC,,Methylprednisolone 2 MG Oral Tablet [Medrol],Drug,2016-11-01
methylprednisolone 4mg/1 ORAL TABLET,45247261,1957-10-24,,NDC,000090056,9-digit NDC,,methylprednisolone 4mg/1 ORAL TABLET,Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet,44991251,2007-06-01,D,NDC,00009005601,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet,Drug,2011-01-01
methylprednisolone 4 MG Oral Tablet [Medrol],45247262,2007-06-01,,NDC,00009005602,11-digit NDC,,methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Medrol],45178676,2007-06-01,D,NDC,00009005603,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2019-01-01
{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],45008348,2009-04-01,,NDC,00009005604,11-digit NDC,,{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],Drug,2099-12-31
Methylprednisolone 4 MG Oral Tablet [Medrol],45298631,2007-06-01,D,NDC,00009005605,11-digit NDC,,Methylprednisolone 4 MG Oral Tablet [Medrol],Drug,2019-01-01
methylprednisolone 16mg/1 ORAL TABLET,45161669,1957-10-24,,NDC,000090073,9-digit NDC,,methylprednisolone 16mg/1 ORAL TABLET,Drug,2099-12-31
methylprednisolone 16 MG Oral Tablet [Medrol],45213067,2007-06-01,,NDC,00009007301,11-digit NDC,,methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2099-12-31
Methylprednisolone 16 MG Oral Tablet [Medrol],44838077,2008-10-01,D,NDC,00009007302,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet [Medrol],Drug,2011-01-01
Methylprednisolone 16 MG Oral Tablet,45366592,2007-06-01,D,NDC,00009007388,11-digit NDC,,Methylprednisolone 16 MG Oral Tablet,Drug,2011-01-01
"methylprednisolone sodium succinate 40 mg/mL INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",44855264,2013-08-05,,NDC,000090113,9-digit NDC,,"methylprednisolone sodium succinate 40 mg/mL INJECTION, POWDER, FOR SOLUTION [SOLU-MEDROL]",Drug,2099-12-31
Methylprednisolone 40 MG/ML Injectable Solution,44940612,2007-06-01,D,NDC,00009011301,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution,44974341,2007-06-01,D,NDC,00009011311,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution,Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45366594,2007-06-01,D,NDC,00009011312,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2014-01-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45093706,2007-06-01,D,NDC,00009011313,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2011-01-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],44872206,2007-06-01,D,NDC,00009011319,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2014-01-01
Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],45076795,2009-07-01,D,NDC,00009011322,11-digit NDC,,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,2011-05-01
methylprednisolone sodium succinate KIT,44923599,1959-04-02,,NDC,000090796,9-digit NDC,,methylprednisolone sodium succinate KIT,Drug,2099-12-31
methylprednisolone 2000 MG Injection [Solu-Medrol],45315640,2012-12-01,,NDC,00009079601,11-digit NDC,,methylprednisolone 2000 MG Injection [Solu-Medrol],Drug,2099-12-31
