Race=Other,-0.0222196805340795 (0.067329456957228) ((31)),-0.0191155332454772 (0.0698542496341581) ((26)),-0.0862570019556819 (0.243452817188693) ((15)),0.146093085807744 (0.110568139758938) ((8)),0.00893624533378915 (0.0693606400350321) ((27))
CCI*Antivirals,0.0239307683534925 (0.0239908742115371) ((15)),0.0144330883335992 (0.0220018616665269) ((25)),-0.0369114576876142 (0.0483880266370316) ((16)),-0.00213803007186053 (0.0174063065307427) ((27)),-0.0160868792757206 (0.0189501819209091) ((29))
CCI*Spike Protien,0.0360237981162286 (0.0829597400799005) ((27)),0.0620955547566497 (0.128812247136877) ((9)),-0.158411129656183 (0.183052884330354) ((32)),0.00953570462747029 (0.128374095382883) ((21)),-0.0186252813120798 (0.0750336519023153) ((33))
CCI*Immunomodulator,-0.0708891780955912 (0.0353587530343781) ((1)),-0.0274198260059962 (0.030007234645327) ((17)),0.0191201129472726 (0.0340070674706711) ((33)),0.00697345062623628 (0.0164322676263715) ((50)),0.0434950530048951 (0.0252345695902317) ((4))
CCI*Steroids,-0.031542189383507 (0.0206690347753952) ((13)),-0.0024576516533975 (0.016062248970745) ((48)),-0.0544711879640994 (0.0456668562715089) ((19)),0.0653718920124133 (0.0319294326053893) ((2)),0.0192524331532177 (0.0220450364243787) ((26))
CCI*Anibiotics,-0.0236081462508599 (0.0251418631132729) ((14)),0.0201047662487691 (0.0209097127661737) ((14)),-0.0147317818915456 (0.0405647506962088) ((22)),0.0199515534413373 (0.0230919361569054) ((20)),-0.00494557101418249 (0.0162823444903425) ((40))
CCI*Anticoagulants,0.0447208526287639 (0.0329435427633554) ((8)),-0.0604460878420765 (0.0300160365725189) ((4)),0.0295833050941163 (0.0367644725787796) ((37)),-0.033894129819932 (0.0354510561771586) ((18)),0.0042655973065698 (0.0210711975238455) ((42))
Steroids*Antivirals,0.131931835491029 (0.185416203038284) ((47)),0.281961268014468 (0.196614901599984) ((8)),0.152531988259176 (0.256348941632195) ((32)),-0.385227963245336 (0.225544976353581) ((5)),-0.350406442937075 (0.196983340120488) ((8))
Spike Monoclonal*Steroids,0.0387318319359258 (0.438085468757724) ((37)),0.571037282912635 (0.866849274305717) ((17)),-3.96523229313738 (1.56718818384157) ((2)),0.530781167111491 (1.05322438597852) ((18)),0.108429641410968 (0.455346116757186) ((42))
Immunmodulator*Steroids,0.00382030382917105 (0.108739789650289) ((58)),-0.134601749836808 (0.152764887704405) ((22)),0.223070709493731 (0.329269973550492) ((21)),0.462112731409904 (0.221375531398495) ((1)),-0.255917234661652 (0.172318639920504) ((6))
Steroids*Antibiotics,-0.168536109259984 (0.150226469847516) ((17)),0.0989807192603533 (0.137184541961107) ((24)),-0.273707707340293 (0.346309339053488) ((20)),-0.00320130181187517 (0.157809960973339) ((30)),0.139154126998814 (0.149448805356847) ((21))
Anticoagulants*Steroids,-0.30170872103605 (0.195066993187072) ((7)),-0.0418513175049063 (0.182115720468302) ((31)),0.364878015194868 (0.360498429073181) ((24)),-0.00564268437867529 (0.248320338206429) ((35)),0.0544271630172425 (0.131231854261893) ((31))
Antivirals*Anticoagulants,0.193082632175486 (0.207822110922923) ((23)),-0.06035104616244 (0.200783471968488) ((27)),-0.419913668008561 (0.46842795404643) ((21)),0.369519809115088 (0.326695432417232) ((12)),-0.0733245791960264 (0.189051514328252) ((29))
Spike Monoclonal*Anticoagulants,-0.710825726240625 (0.925677240450745) ((17)),0.34578436414369 (0.541500117480416) ((43)),1.43387165073757 (1.0061826865343) ((0)),-0.0894543110297487 (0.247345565127075) ((58)),-0.314189367341722 (0.796702075359587) ((29))
Immunomodulator*Anticoagulant,1.00755436055897 (0.312322295838831) ((0)),-0.0380474999617641 (0.199297526845036) ((39)),-0.00185382780682736 (0.187603609550717) ((54)),-0.068970264562971 (0.271805177372656) ((31)),-0.382884098535781 (0.3061346208498) ((11))
Antibiotics*Anticoagulant,0.145691047729737 (0.239743659106822) ((23)),0.455455206111669 (0.342845999278968) ((4)),-0.206946161402633 (0.46234107370722) ((42)),-0.106339899786348 (0.217180697341422) ((35)),-0.345202496366232 (0.255087571749505) ((11))
