Antibiotics,0.0209274916027003 (0.0501641454538674) ((43)),-0.0553792140660788 (0.0681150937986096) ((33)),0.0141398536437801 (0.0452806378546227) ((82)),0.00428400993727287 (0.0281480606069938) ((96)),-0.0608926658457558 (0.0814002825628876) ((37))
Anticoagulants,-0.083431895471569 (0.078806054415638) ((22)),-0.253763291634502 (0.0960678662037943) ((0)),0.0649973218013355 (0.112011440676818) ((63)),0.0202459568208439 (0.06095466948409) ((83)),0.0811873625854114 (0.0909748003809774) ((30))
Pressors=TRUE,-1.27686781785785 (0.183007654151961) ((0)),-0.462658342421735 (0.192457905018529) ((1)),0.000924204260295868 (0.00725431905870229) ((97)),1.07336467740259 (0.211763193225237) ((0)),0.305017786108075 (0.191124074918412) ((3))
Race=Other,-0.0422551032512431 (0.0660689107609857) ((45)),-0.164757894748649 (0.0940891292971303) ((3)),0.0543497378066855 (0.102778443327099) ((60)),0.00910303337799576 (0.0755639589302292) ((68)),0.194552632239048 (0.1038228220162) ((3))
Race=Other,0.00775508981274579 (0.0235410504086202) ((45)),-0.00748904917996979 (0.0315984625038757) ((45)),0.172554180318792 (0.129354815449307) ((9)),-0.071441379345858 (0.106439395458846) ((43)),-0.0218629610839789 (0.0479938059298936) ((29))
CCI*Antivirals,-0.0284663433300086 (0.0108511199484232) ((4)),0.0131958009467383 (0.0118748959029391) ((20)),0.008115597906378 (0.0160857162623749) ((57)),-0.0136838298844519 (0.0159727859091857) ((35)),0.0037442361771674 (0.00859838854055446) ((51))
CCI*Spike Protien,0.0299697491487812 (0.0208169120589227) ((13)),-0.00899156688539155 (0.0176962897664181) ((40)),-0.0185520146870324 (0.0215007419472983) ((40)),0.0142018001827412 (0.0268232393885434) ((59)),-0.00344309859461232 (0.0235085638624425) ((46))
CCI*Immunomodulator,-0.0134513207226338 (0.017070207797582) ((31)),0.00644860272789874 (0.0134710148096885) ((36)),-0.0389379858249039 (0.0441348499823818) ((25)),0.00134469473580085 (0.0212317683775074) ((46)),0.0303538033021852 (0.0211700812922695) ((8))
CCI*Steroids,-0.00731010664117909 (0.00725857322437135) ((23)),0.000766657478462627 (0.00477882580067899) ((52)),0.0120147264623098 (0.016509690182973) ((47)),0.00841549454838563 (0.0128933303053549) ((51)),-0.014539074024081 (0.0121094408754887) ((9))
CCI*Anibiotics,-0.0021374562133074 (0.00665259812162377) ((39)),-0.00152712450139211 (0.00681501152716483) ((28)),0.00229535012405391 (0.0118105881249823) ((69)),0.00190578528804769 (0.00897978063155281) ((66)),0.000424629828591279 (0.00832815621440473) ((40))
CCI*Anticoagulants,0.00223180543372233 (0.00662476045109254) ((40)),7.43939078036213e-05 (0.00558757609788049) ((48)),0.00382571807570824 (0.0090872672771373) ((76)),0.00361042940268427 (0.00879234797163404) ((75)),-0.0431102004389368 (0.0154080167335263) ((1))
Steroids*Antivirals,-0.0703601158495592 (0.0681015587290181) ((19)),0.05291722920233 (0.0745228110147442) ((38)),0.0010100460578552 (0.042858071586558) ((86)),-0.0112912804526057 (0.0523814800633639) ((73)),0.0278725316603588 (0.053848377471979) ((44))
Spike Monoclonal*Steroids,0.156011773591826 (0.164585112992881) ((20)),-0.0560152285912244 (0.137966997961597) ((49)),0.00275458309066827 (0.121787903717462) ((80)),0.0116469157439077 (0.0739876679634327) ((79)),-0.0410494461652047 (0.149739089570231) ((54))
Immunmodulator*Steroids,-0.0527678347765831 (0.0942628112334933) ((42)),-0.214864180792192 (0.153793222782846) ((7)),0.00314833871642715 (0.0484967655427006) ((83)),0.428796939271197 (0.365525622311648) ((19)),0.0464458107298467 (0.130115973148634) ((44))
Steroids*Antibiotics,-0.15550514831465 (0.0818280920702267) ((2)),0.0131379296398788 (0.04596151923455) ((66)),0.0657312845499568 (0.100184408838483) ((56)),0.0422060247006688 (0.0870591623543781) ((62)),-0.0474874606902132 (0.0734036333672188) ((44))
Anticoagulants*Steroids,-0.319538601019846 (0.0688175599225608) ((0)),-0.0510165138829919 (0.0723336297057684) ((43)),0.181848094803495 (0.141945659489444) ((13)),0.065913459494693 (0.088080431474307) ((47)),0.000527029086818116 (0.0372404905807704) ((73))
Antivirals*Anticoagulants,0.0279493414009269 (0.050183288932179) ((39)),-0.0140187687723246 (0.0631275805915208) ((58)),0.0806205937842647 (0.10297721039461) ((42)),0.000267253078502032 (0.0117431426105717) ((95)),-0.169033051836631 (0.102317481281368) ((6))
Spike Monoclonal*Anticoagulants,0.0802643983905025 (0.114307349078022) ((39)),0.0396634455571065 (0.11479384650139) ((50)),-0.353043161592616 (0.343894261100731) ((24)),0.00814734696457929 (0.0458998314553921) ((92)),0.0262150949419504 (0.0883250539280659) ((73))
Immunomodulator*Anticoagulant,-0.355743040399185 (0.222896256130165) ((9)),0.0116681412379247 (0.0586394779171299) ((75)),0.00690405346418336 (0.0502971269514698) ((96)),0.185672307129022 (0.262198363721941) ((47)),0.0138203101783769 (0.0590258977860448) ((70))
Antibiotics*Anticoagulant,-0.23027529023953 (0.0789824209844929) ((1)),-0.0878117658814558 (0.0956128973941596) ((26)),0.202208069049076 (0.156657598814761) ((13)),0.0548305395214665 (0.0867419533155344) ((55)),0.0084487634688846 (0.0375288589172607) ((79))
