Steroids,0.00091284263785586 (0.052285210965456) ((62)),-0.12377204329953 (0.141480199328738) ((28)),0.0160881892100119 (0.0472076194934539) ((83)),-0.241709834026711 (0.140983737957675) ((5)),0.506334881434195 (0.138467210487994) ((0))
Antibiotics,0.0499977109035853 (0.0775514036663497) ((48)),-0.0915159364309087 (0.134073361512021) ((33)),0.0549630861272288 (0.121406679589364) ((65)),-0.117361499056568 (0.11400380277477) ((23)),0.0380273198787786 (0.0693390105965605) ((49))
Anticoagulants,-0.338964725480249 (0.111771008758251) ((0)),-0.0220616315076035 (0.0443675808163027) ((72)),0.912302171797536 (0.358598204574386) ((0)),0.389617141697715 (0.184159397196782) ((0)),-0.0823644500143274 (0.106558765726131) ((35))
Pressors=TRUE,-0.745023112596276 (0.0839987900008374) ((0)),-0.0722269238066846 (0.0765925145355961) ((32)),-0.0189553513978117 (0.0454914008245127) ((76)),0.423012994316133 (0.0770360167709807) ((0)),0.421991362306288 (0.0816886377409065) ((0))
Race=Other,-0.107107554427157 (0.0621018344972843) ((6)),0.133912101790572 (0.0730189732020857) ((4)),0.320929272879435 (0.166590789824269) ((2)),-0.0237946371699761 (0.0451163129222841) ((54)),-0.0317584304899031 (0.0508213985653122) ((52))
Race=Other,-0.00304217526186196 (0.00845520094253274) ((83)),-0.0844655388479523 (0.0612577912577431) ((10)),0.376061555060658 (0.130688111439143) ((0)),-0.0781635394202184 (0.0591318751288414) ((13)),0.120026921854823 (0.0514430998688153) ((0))
CCI*Antivirals,-0.00953641740209697 (0.0169995815823751) ((54)),0.0402958883290045 (0.0208167758569565) ((0)),-0.0123110730256198 (0.0200871633277227) ((49)),-0.0543200078484687 (0.0200454358161201) ((0)),0.024483019556122 (0.0188364179604611) ((14))
CCI*Spike Protien,0.224253404406536 (0.180031427710402) ((11)),-0.210813886151242 (0.250751072187416) ((28)),-0.00285467303833124 (0.00944623865383402) ((89)),0.0869013083614701 (0.139547834139516) ((37)),-0.0324429910843463 (0.169567085665054) ((48))
CCI*Immunomodulator,-0.106766902458002 (0.0411408610133503) ((0)),0.00589567822894387 (0.0196089142166099) ((58)),-0.0819442372166419 (0.0726228767582236) ((17)),0.0209328116504508 (0.0227657772227779) ((33)),0.022592208502069 (0.0232309978273537) ((26))
CCI*Steroids,-0.0121567610547159 (0.0124190407946697) ((25)),-0.0161972528174174 (0.0148714495240969) ((16)),-0.00306733524240108 (0.014748850909455) ((54)),0.0635587400041405 (0.016353661346766) ((0)),0.00730445160333761 (0.0114603068748309) ((42))
CCI*Anibiotics,-0.0463740738059125 (0.0146170194217915) ((1)),-0.0218904344032932 (0.0153956707379264) ((9)),0.017903014323064 (0.0193956392270951) ((34)),0.0192555833716407 (0.0163131948363299) ((15)),0.00436014643505641 (0.0081996785918745) ((62))
CCI*Anticoagulants,-0.00104555083691294 (0.0106683219203424) ((51)),0.00366329900929641 (0.0130059108281973) ((45)),0.0516496547142852 (0.0260856474047548) ((3)),-0.0345386759040516 (0.029988061132645) ((14)),-0.00716446195014603 (0.0131520085706918) ((42))
Steroids*Antivirals,0.194073388023292 (0.128671327346138) ((7)),0.0685644816706839 (0.100511423822979) ((44)),0.0294672111777287 (0.104040866460793) ((57)),-0.133948160962594 (0.113749375868577) ((24)),-0.350166529901669 (0.115037422757934) ((0))
Spike Monoclonal*Steroids,-0.0163771483780673 (0.499222139747455) ((55)),1.17071010377214 (0.797066745692157) ((14)),-0.0346767179780316 (0.124978943186367) ((85)),0.170357044591637 (0.610716670869749) ((45)),-0.441036057857323 (0.984604028385284) ((27))
Immunmodulator*Steroids,0.076165931945696 (0.127401071950014) ((32)),-0.0989336211447391 (0.147405860449043) ((33)),0.998310572795094 (0.314402135858673) ((0)),-0.01782470309427 (0.120219760987027) ((51)),-0.197774998233774 (0.169207734231444) ((18))
Steroids*Antibiotics,-0.0216496354224045 (0.049276055941393) ((55)),0.189444502112716 (0.100861121288522) ((2)),-0.268828476121563 (0.19987105307809) ((9)),-0.0428812955533789 (0.0697598653132074) ((42)),0.0846902722094299 (0.0912656556266336) ((21))
Anticoagulants*Steroids,-0.286676455700305 (0.120971175434872) ((1)),0.166652172508294 (0.140353610089055) ((14)),0.150348675166621 (0.153294180090906) ((31)),0.0103720331334447 (0.060887155078197) ((73)),-0.105565958149334 (0.113403215394113) ((21))
Antivirals*Anticoagulants,-0.0527412148051412 (0.103800438122501) ((46)),-0.0557509228188358 (0.11043693195377) ((54)),0.036732327601711 (0.0738636212338437) ((60)),0.463806523880498 (0.170344257388227) ((3)),-0.14758064289037 (0.139499280960718) ((19))
Spike Monoclonal*Anticoagulants,-0.351184541004345 (0.502095379073097) ((43)),0.108574048194149 (0.283295051855308) ((80)),-0.309796939691597 (0.299100683694544) ((31)),0.249201262394103 (0.495461900906198) ((56)),0.656161640117514 (0.799310137636221) ((30))
Immunomodulator*Anticoagulant,0.196828168737257 (0.190101337944344) ((24)),0.112725850919776 (0.139216784109288) ((30)),-0.0413367193546355 (0.0678167025899904) ((42)),-0.023386262139507 (0.0991486144435701) ((66)),-0.168455514450944 (0.256520827683206) ((34))
Antibiotics*Anticoagulant,-0.0147465979015627 (0.0410973281914634) ((55)),0.227545076102388 (0.159919967309903) ((7)),0.114111511150753 (0.150414054546476) ((43)),-0.0380473080444568 (0.0795929632978794) ((62)),-0.23107001488763 (0.130448793661295) ((2))
