"Concept Name","Concept Code","Concept Id","Domain Id","Vocabulary Id","Concept Class Id","Concept Category","Invalid Reason","Valid End Date","Valid Start Date"
"Coronary arteriosclerosis caused by radiation","427919004",4175846,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2008-01-31
"Arteriosclerosis of internal mammary artery coronary artery bypass graft","444856008",40481133,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2010-07-31
"Calcific coronary arteriosclerosis","92517006",4242670,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Stenosis of proximal portion of right coronary artery","1254657004",37165359,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Congenital coronary artery sclerosis","42866003",4178321,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Multiple coronary artery fistulae","253722008",4113302,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary stricture","59062007",4243371,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Accelerated coronary artery disease in transplanted heart","233844002",4119951,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Chronic dissection of coronary artery","1204127004",37163000,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-02-28
"Stenosis of distal segment of left coronary artery main stem","1255621004",37165743,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Occlusion of obtuse marginal branch of left circumflex coronary artery","44781000087105",37172152,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-04-30
"Coronary artery disease due to type 2 diabetes mellitus","16891151000119103",37309630,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-01-31
"Occlusion of posterior descending branch of right coronary artery","868222004",3655759,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Coronary atherosclerosis of biologic bypass","9230001000004101",3180023,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Occlusion of distal portion of right coronary artery","868216008",3655756,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Coronary steal syndrome","234029006",4121641,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left anterior descending coronary artery thrombosis","28248000",4153091,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary occlusion","63739005",316995,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Acquired coronary artery fistula","286391000119108",43020480,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Coronary microvascular disease","810681000000101",44806109,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-04-01
"Syphilitic ostial coronary disease","62207008",4265210,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Stenosis of left posterior descending circumflex coronary artery","1255189004",37165584,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Coronary artery perforation","234010000",4124846,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Chronic total occlusion of coronary artery","117051000119103",36712779,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Arteriosclerosis of coronary artery bypass graft","429673002",443563,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2008-01-31
"Coronary arteriosclerosis","53741008",317576,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Premature coronary artery disease","1293192009",1244910,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-11-01
"Arteriovenous fistula of coronary artery to superior vena cava","461422000",43021616,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"left main coronary artery dissection","32020001000004100",3189327,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Coronary artery stent thrombosis","421327009",4225958,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-07-31
"Arteriovenous fistula of coronary artery to coronary sinus","461423005",43021617,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft","15960381000119109",36712984,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Fracture of stent of coronary artery","442298000",40482719,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Stenosis of mid portion of circumflex branch of left coronary artery","1255257002",37165620,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Stenosis of obtuse marginal branch of circumflex branch of left coronary artery","1255187002",37165582,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Occlusion of intermediate artery","846684007",3655134,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Occlusion of mid portion of right coronary artery","868219001",3655757,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Transection of coronary artery","262941008",4137350,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Acute coronary artery occlusion not resulting in myocardial infarction","78741000119103",44784623,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-01-31
"Coronary arteriosclerosis following coronary artery bypass graft","139011000119104",37016181,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Thrombosis of coronary artery bypass graft","139971000119106",37168975,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Coronary artery rupture","28931004",4104178,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Stenosis of circumflex branch of left coronary artery","876858006",618824,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Aneurysm of coronary artery due to and following acute febrile mucocutaneous lymph node syndrome","16025471000119107",35615119,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Left main coronary artery thrombosis","56276002",4209308,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left main coronary artery disease","371804009",4155962,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Stenosis of distal portion of anterior descending branch of left coronary artery","1254663008",37165365,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Arteriosclerosis of nonautologous biological coronary artery bypass graft","1269257006",37167978,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Left coronary artery occlusion","123641001",4048534,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Arteriosclerosis of autologous arterial coronary artery bypass graft","285141000119106",43021857,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Stenosis of ostium of anterior descending branch of left coronary artery","1255623001",37165745,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Occlusion of diagonal branch of anterior descending branch of left coronary artery","846667001",3655128,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Stenosis of posterior descending branch of right coronary artery","1254662003",37165364,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Ulcerated lesion of coronary artery","373138006",4188638,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Occlusion of mid left anterior descending coronary artery","840313007",3654820,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Coronary artery fistula to right atrium","373095005",4160783,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Occlusion of posterior lateral branch of left circumflex coronary artery","44791000087107",37172153,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-04-30
"Angina co-occurrent and due to coronary arteriosclerosis","15960141000119102",36712983,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Right coronary artery occlusion","123642008",4046022,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary artery spasm","23687008",4127089,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary artery fistula to right ventricle","373096006",4187852,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Stenosis of distal portion of right coronary artery","1254659001",37165361,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft","15960661000119107",35615053,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Coronary artery atheroma","67682002",4194618,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusion of proximal left circumflex coronary artery","44801000087106",37172155,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-04-30
"Aneurysm of coronary vessels","50570003",316427,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusion of mid left circumflex coronary artery","44771000087108",37172150,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-04-30
"Coronary artery bypass graft occlusion","408546009",4252385,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2004-01-31
"Dissection of coronary artery","732230001",37115756,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Coronary arteriosclerosis after percutaneous coronary angioplasty","11018701000119109",46269996,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Idiopathic spontaneous coronary artery dissection","1197364005",37162744,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-02-28
"Stenosis of left coronary artery main stem","876857001",618823,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Occlusion of marginal branch of right coronary artery","868221006",3655758,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Coronary atherosclerosis","443502000",40481919,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2010-01-31
"Coronary artery fistula to left atrium","373092008",4160781,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Stenosis of mid portion of anterior descending branch of left coronary artery","1255266003",37165626,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Occlusion of distal left circumflex coronary artery","44761000087104",37172148,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-04-30
"Arteriosclerosis of autologous vein coronary artery bypass graft","442224005",40482638,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Coronary fistulae from left ventricle","253724009",4109648,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary artery embolism","29899005",4107246,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Atherosclerosis of non-autologous coronary artery bypass graft","723862008",37118984,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Stenosis of ostium of circumflex branch of left coronary artery","1255624007",37165746,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Exacerbation of coronary arteriosclerosis","OMOP5165947",1340292,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Stenosis of coronary intermediate artery","1255264000",37165624,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Significant coronary bypass graft disease","371805005",4161455,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Stenosis of left posterior lateral branch of circumflex branch of left coronary artery","1255188007",37165583,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Angina associated with type 2 diabetes mellitus","791000119109",43531588,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-07-31
"Unstable angina co-occurrent and due to coronary arteriosclerosis","15960061000119102",36712982,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Syphilitic coronary artery disease","240567009",4080593,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusion of anterior descending branch of left coronary artery","840608004",3655011,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Progression of coronary arteriosclerosis","OMOP5166168",1340513,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Non-obstructive atherosclerosis of coronary artery","719678003",36714444,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Multi vessel coronary artery disease","371803003",4155007,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Arteriosclerosis of autologous coronary artery bypass graft","285151000119108",43021858,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Coronary arteritis","62827000",4270354,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thrombosis of left circumflex artery","19830001000004106",761921,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-09-01
"Mechanical complication of coronary bypass","213037002",4020601,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Coronary artery fistula with dilatation of proximal coronary artery and without dilatation of distal coronary artery","461424004",43021618,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Double coronary vessel disease","194843003",4108673,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Arteriosclerosis of nonautologous coronary artery bypass graft","442240008",40482655,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Stenosis of marginal branch of right coronary artery","1254660006",37165362,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Asymptomatic coronary heart disease","315348000",4199962,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Stenosis of anterior descending branch of left coronary artery","876859003",618825,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Stenosis of proximal portion of anterior descending branch of left coronary artery","1255265004",37165625,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-10-31
"Right main coronary artery thrombosis","10365005",4304192,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
