"Concept Name","Concept Code","Concept Id","Domain Id","Vocabulary Id","Concept Class Id","Concept Category","Invalid Reason","Valid End Date","Valid Start Date"
"Metastatic squamous cell carcinoma to bilateral lungs","15957141000119109",608931,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Metastatic malignant neoplasm to aortic body","94173006",4246349,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to ischium","94353008",4248062,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving left fallopian tube by separate metastasis from vagina","369546009",4283753,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to lumbar vertebral column","94389000",4312547,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Primary malignant neoplasm of breast with axillary lymph node invasion","1082901000112103",3662037,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2020-07-31
"Metastatic malignant neoplasm to intestinal tract","94346004",4312022,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to sclera","94530008",4314344,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to myocardium","94433008",4315544,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to blood vessel of foot","94193003",4246355,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to clavicle","94256002",4312941,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to inguinal region","94340005",4313089,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastasis to lung from adenocarcinoma","1661000119106",43530696,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2012-09-01
"Metastatic carcinoid tumor","705176003",45767695,"Condition","SNOMED","Disorder",NA,"U",2024-02-01,2015-01-31
"Malignant tumor involving bladder by separate metastasis from uterus","369481008",4283737,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to muscle of pelvis","94426008",4313796,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving bladder by separate metastasis from vagina","369482001",4289378,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic castration-resistant prostate cancer","459381000124106",36684947,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2018-09-01
"Germline BRCA-mutated, HER2-negative metastatic breast cancer","767444009",35624616,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2018-07-31
"Metastatic malignant neoplasm to skin of buttock","94545001",4315679,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastasis involving oral cavity","404094007",4297349,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to skin of forearm","94557005",4313935,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to left lower lobe of lung","94375005",4313211,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic neuroblastoma of orbit proper","414676007",4189478,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2005-01-31
"Metastatic malignant neoplasm to bone of skull","94220000",4312823,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving vagina by direct extension from uterine cervix","369580007",4289827,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to mastoid air cells","94404007",4313791,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to epitrochlear lymph nodes","94285008",4312950,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to sublingual gland","94608002",4314483,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to intrathoracic organs","94352003",4248061,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to anterior mediastinum","94167005",4312701,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to hypoglossal nerve","94331006",4313085,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to femoral lymph nodes","94299007",4312303,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to right kidney","1079541000119102",602668,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Metastatic malignant neoplasm to vestibule of nose","94677006",4314196,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to frontal sinus","94310008",4312015,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to parietal peritoneum","94472007",4312562,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving prostate by direct extension from bladder","369485004",4283738,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of trunk","94575006",4313937,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving vulva by separate metastasis from uterus","369592007",4183630,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic pancreatic endocrine carcinoma","459401000124106",36684949,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2018-09-01
"Metastatic malignant neoplasm to occipital lymph nodes","94449005",4248187,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to blood vessel of abdomen","94187006",4311746,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of ear","94549007",4315680,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Vagina involved by direct extension of malignant neoplasm","399383004",4164180,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to pyriform sinus","94507002",4315668,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving vagina by separate metastasis from ovary","369584003",4281166,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Malignant tumor involving right fallopian tube by separate metastasis from left fallopian tube","369554006",4289690,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to intercostal lymph nodes","94344001",4248060,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving vagina by direct extension from endometrium","369505004",4289676,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving uterine corpus by separate metastasis from vagina","369578001",4283883,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to zygomatic bone","94683009",4314199,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to nose","94445004",4312557,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to urethra","94661005",4315813,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to stomach","94606003",4314053,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to blood vessel of hip","94197002",4246357,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant melanoma to left kidney","15958661000119103",608945,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Ovarian cancer, disseminated","422782004",4307838,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2007-01-31
"Malignant tumor involving left ovary by separate metastasis uterus","369565001",4289521,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Secondary malignant neoplasm of deep cervical lymph nodes","1090121000000109",35610150,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2018-04-01
"Malignant tumor involving right ovary by direct extension from uterus","369566000",4281159,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to retina","94516003",4311324,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Bilateral metastatic small cell carcinoma to lungs","15956741000119106",608930,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Visceral pleura involved by direct extension of malignant neoplasm","384966001",4298747,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-01-31
"Squamous cell carcinomatosis","425303004",4312923,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2007-01-31
"Metastatic malignant neoplasm to cardia of stomach","94237007",4312934,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Non-Hodgkin lymphoma of central nervous system metastatic to lymph node of lower limb","116811000119106",37016150,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Secondary malignant neoplasm of bilateral lungs","12246601000119101",760916,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2015-09-01
"Metastatic small cell neuroendocrine carcinoma to liver","107811000119106",600854,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Metastasis from malignant tumor of esophagus","315003007",4198445,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Metastatic malignant neoplasm to paraganglion","94462009",4315553,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving left ovary by direct extension from right ovary","369526004",4289682,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving vulva by direct extension from ovary","369509005",4283746,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving vulva by direct extension from uterine cervix","369510000",4281023,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Lymphoma of kidney","236513009",4030667,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic basal cell carcinoma","402537005",4291148,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to lower limb","94386007",4312545,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving seminal vesicle by direct extension from prostate","369490001",4283740,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to maxillary sinus","94406009",4315538,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to clitoris","94257006",4247943,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to rib","94521000",4311326,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving right ovary by separate metastasis from endometrium","369568004",4281160,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Krukenberg tumor","359987004",4230544,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm of vestibulocochlear nerve","94156009",4312039,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving an organ by separate metastasis from endometrium","369603003",4182918,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Metastatic malignant neoplasm to skin of hip","94561004",4315793,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving an organ by separate metastasis from bladder","369602008",4183632,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Metastatic malignant neoplasm to bone of upper limb","94221001",4311762,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to nipple of male breast","94444000",4248185,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to chest wall","94253005",4311764,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Cancer of vulva, disseminated","423987006",4312395,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2007-01-31
"Malignant tumor involving an organ by separate metastasis from uterine cervix","369607002",4183914,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Malignant tumor involving right broad ligament by metastasis from ovary","369540003",4289686,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Malignant tumor involving left fallopian tube by separate metastasis from endometrium","369542006",4289687,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to spinal meninges","94601008",4314481,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic human epidermal growth factor 2 positive carcinoma of breast","459391000124109",36684948,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2018-09-01
"Metastatic malignant neoplasm to penis","94481001",4313917,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Pathologic fracture of vertebra at site of metastatic neoplasm","866087009",3655619,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2020-07-31
"Metastatic malignant neoplasm to omentum","94626004",4314487,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of cheek","94546000",4311331,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving rectum by direct extension from prostate","369451000",4289246,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastasis to head and neck lymph node","303194003",4123439,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving rectum by direct extension from ovary","369450004",4289090,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to ascending colon","94179005",4312150,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant melanoma to right kidney","15958741000119107",608947,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Metastatic malignant neoplasm to skin of temporal region","94572009",4314356,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Mediastinum involved by direct extension of malignant neoplasm","384968000",4294474,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-01-31
"Metastatic malignant neoplasm to uterus","94665001",4314495,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to preauricular lymph nodes","94501001",4311320,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to cervical vertebral column","94250008",4246457,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to pituitary gland","94491007",4311209,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to islets of Langerhans","94354002",4248063,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Prostatic stroma involved by direct extension of malignant neoplasm","399433008",4161541,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-07-31
"Metastasis from malignant tumor of colon","314998002",4196264,"Condition","SNOMED","Disorder",NA,"D",2022-11-30,2002-01-31
"Metastasis to adrenal gland of unknown primary","285643007",4112781,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to carina","94238002",4312935,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastasis from malignant tumor of adrenal gland","314991008",4196260,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Metastatic malignant neoplasm to pharynx","94488007",4315663,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic lymphangitic carcinoma","255118005",4114341,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Pathologic fracture of bone at site of metastatic neoplasm","134421000",4047562,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving left ovary by separate metastasis from uterine cervix","369563008",4289692,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to pelvis","94480000",4313916,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to mediastinum","94409002",434875,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving left fallopian tube by direct extension from endometrium","369515005",4289389,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to undescended testis","94651003",4315812,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to postcricoid region","94495003",4313920,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic lung carcinoma","32140001000004109",3181040,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Metastatic malignant neoplasm to junctional zone of tongue","94359007",4248065,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to urinary system","94663008",78987,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Pulmonary tumor embolism","233940007",4119610,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to blood vessel of lower leg","400058002",4220182,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to ciliary body","94255003",4312293,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to pancreas","94459006",4248192,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to junctional region of epiglottis","94358004",4312540,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of toe","94574005",4314358,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Bilateral metastatic malignant neoplasm to kidneys","12246481000119106",602333,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Carcinomatosis of peritoneal cavity","255121007",4114343,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of scalp","94570001",4311337,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to mesenteric lymph nodes","94410007",4315539,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to muscle of buttock","94419008",4313794,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to cornea","94265009",4312945,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to sebaceous gland","94532000",4314346,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to thoracic vertebral column","94274006",4247948,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic adenocarcinoma of unknown origin","307226002",4145870,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving right fallopian tube by separate metastasis from ovary","369555007",4289519,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to middle third of esophagus","94414003",4248077,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to phalanx of foot","94486006",4315662,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to skin of breast","94544002",4313931,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving an organ by separate metastasis from uterus","369608007",4182920,"Condition","SNOMED","Disorder",NA,"U",2022-09-30,2002-01-31
"Metastatic malignant neoplasm to uvula","94667009",4315814,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to tail of pancreas","94618007",4311347,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm of meninges","722671009",36716609,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2017-01-31
"Heart involved by direct extension of malignant neoplasm","384969008",4293441,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-01-31
"Malignant tumor involving uterine corpus by direct extension from fallopian tube","369579009",4281163,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving right ovary by direct extension from fallopian tube","369532009",4281033,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to submaxillary gland","94610000",4314484,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Secondary carcinoma of gastrointestinal tract","286902000",192269,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to oculomotor nerve","94450005",4312559,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to multiple lymph nodes","303201005",4123440,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to accessory nerve","94154007",4311631,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to periadrenal tissue","94482008",4313918,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to parametrial lymph nodes","94464005",4315657,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to trapezium","94644007",4315811,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to hepatic flexure of colon","94328005",4312018,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Leukemic infiltrate of retina","314418005",4197152,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Malignant tumor involving urethra by direct extension from prostate","369466002",4280897,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Carcinomatosis of liver","8010/9-C22.0",44503831,"Condition","ICDO3","ICDO Condition","S",NA,2099-12-31,2015-09-18
"Metastatic malignant neoplasm to skin of eyebrow","94552004",4313934,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Carcinomatosis of peritoneum, NOS","8010/9-C48.2",44505266,"Condition","ICDO3","ICDO Condition","S",NA,2099-12-31,2015-09-18
"Malignant tumor involving uterine corpus by direct extension from uterine cervix","369495006",4289102,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Metastatic small cell carcinoma to left lung","15956701000119109",608896,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2021-07-31
"Metastatic malignant neoplasm to spermatic cord","94597008",4314048,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to floor of mouth","94304008",4313078,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to left fallopian tube","369514009",4281024,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to vocal cord","94679009",4314500,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant melanoma with diffuse hypermelanosis","402563000",4292389,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to adnexa of skin","94159002",4311633,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Malignant tumor involving vasa deferentia by separate metastasis from prostate","369484000",4289380,"Condition","SNOMED","Disorder",NA,"U",2023-03-31,2002-01-31
"Metastatic malignant neoplasm to urinary bladder neck","94662003",4314494,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to metatarsal bone","94412004",4315540,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to orbit","94453007",4312560,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to adrenal medulla","94162004",4246253,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic adenocarcinoma of ovary","16430001000004107",3177517,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Metastatic malignant neoplasm to bronchus of middle lobe of right lung","94231008",4246454,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Donor derived melanoma","720587009",36715103,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Epididymis involved by direct extension of malignant neoplasm","396774006",4287020,"Condition","SNOMED","Clinical Finding","S",NA,2099-12-31,2003-07-31
"Metastatic malignant neoplasm to fallopian tube","94295001",4312957,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to soft tissues of hip","94587004",4315799,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
"Metastatic malignant neoplasm to ethmoid bone","94287000",4312300,"Condition","SNOMED","Disorder",NA,NA,2099-12-31,2002-01-31
