"Concept Name","Concept Code","Concept Id","Domain Id","Vocabulary Id","Concept Class Id","Concept Category","Invalid Reason","Valid End Date","Valid Start Date"
"Reactive arthritis after ureaplasma urealyticum infection","905471000000100",44811662,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-04-01
"Polyarteritis nodosa","155441006",320749,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Glomerulonephritis co-occurrent and due to scleroderma","89681000119101",37397763,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-07-31
"Aortitis","70933002",4324395,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Post-dysenteric reactive arthropathy of the ankle and/or foot","201503001",81373,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left ankle seropositive rheumatoid arthritis","318841000119100",601030,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Granulomatosis with polyangiitis of nose","232369001",4048178,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of cervical spine","201764007",4116439,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of distal interphalangeal joint of finger","201774005",4114440,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Oral lesion co-occurrent with reactive arthritis triad","235066005",4122761,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of subtalar joint","201572007",4065484,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid nodule of wrist","299481000119106",1246069,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Rheumatoid nodule of bilateral knees","15673241000119105",1245507,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"SLE glomerulonephritis syndrome, WHO class VI","11013005",4002526,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Takayasu's disease","359789008",440740,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left foot seropositive rheumatoid arthritis","1073611000119103",605414,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Rheumatoid episcleritis","77522006",4300202,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis after shigella infection","905461000000107",44811661,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-04-01
"Rheumatoid arthritis of hip","201775006",4116150,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthropathy of proximal interphalangeal joint of finger","201565006",4063690,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Childhood type dermatomyositis","1212005",4005037,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of left glenohumeral joint","319561000119109",1246177,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Rheumatoid nodule of subcutaneous tissue of right elbow","319941000119103",37207814,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-07-31
"Cerebral arteritis","28366008",380747,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Mycobacterial spondyloarthritis","1162330007",37169795,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-09-30
"Rheumatoid arthritis of right hip","1073801000119100",42534837,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Systemic sclerosis","89155008",134442,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thoracic arthritis","1033009",4304035,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-01-31
"Neonatal dermatomyositis","774082004",36674477,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-01-31
"Enteropathic arthritis","9350004",4247084,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Felty syndrome with seronegative rheumatoid arthritis","1162364006",37160421,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-09-30
"Bacterial arthritis of atlantoaxial joint","712524006",46273196,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Left shoulder region seronegative rheumatoid arthritis","319061000119100",601042,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Exacerbation of systemic lupus erythematosus","OMOP5166128",1340473,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Right shoulder region seronegative rheumatoid arthritis","319141000119100",601047,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Seronegative rheumatoid arthritis of multiple joints","319081000119109",37207809,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-07-31
"Acute scleroderma renal crisis","236503001",4126439,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Uveitis-rheumatoid arthritis syndrome","86219005",4311391,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Pyogenic infection of sacrococcygeal intervertebral disc","310551000119102",37171007,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-04-30
"Seronegative arthritis of joint of spine","444556003",40479848,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2010-07-31
"Bilateral seronegative rheumatoid arthritis of knees","15691241000119101",608811,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Reactive arthritis of joint of right wrist region","319641000119106",1246184,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Post-streptococcal reactive arthritis","123949001",4047780,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Idiopathic periaortitis","1290499006",1244689,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Essential mixed cryoglobulinemia","239947001",4347067,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Limited systemic sclerosis","299276009",4103019,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Subcutaneous rheumatoid nodule","33719002",4142899,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Polyarteritis of kidney","444819004",40481092,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2010-07-31
"Infectious endarteritis of arterial duct","459064009",43020879,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Reactive arthritis of talonavicular joint","201573002",4065485,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Primary chronic gout without tophus of vertebra","310081000119100",46270474,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Right ankle seropositive rheumatoid arthritis","318911000119105",601035,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Postinfectious arthritis due to Yersinia enterocolitica enteritis","1177017006",37161119,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-10-31
"Arthritis of facet joint of lumbar spine","16426641000119101",37109063,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Arthritis of facet joint of cervical spine","16426681000119106",37109064,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Reactive arthritis co-occurrent and due to nonspecific urethritis","110041000119104",37395567,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-07-31
"Viral postinfective arthropathy","733180006",37116461,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Reactive arthritis after yersinia infection","905481000000103",44811663,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-04-01
"Infection of intervertebral disc - pyogenic","202756004",4067312,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Right wrist region seronegative rheumatoid arthritis","319151000119103",601048,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Hypersensitivity angiitis","60555002",196431,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of joint of ankle","201571000",4067301,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Axial spondyloarthritis with peripheral joint involvement","1153369009",607398,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Seropositive rheumatoid arthritis of right hand","318931000119100",609061,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Reactive arthritis of bilateral glenohumeral joints","16003471000119104",1245759,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Necrotizing vasculitis","11791001",4039691,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of right temporomandibular joint","15685961000119107",36687000,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-09-01
"Urticarial vasculitis with monoclonal IgM component, Schnitzler","402416000",4297648,"Observation","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Arteritis","52089001",314659,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Postinfective arthropathy caused by fungus","733177005",37116459,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Juvenile dermatomyositis overlap syndrome","1144920003",606385,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Giant cell arteritis without polymyalgia rheumatica","239939001",4347064,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis after clostridium difficile infection","905431000000102",44811658,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-04-01
"Sexually acquired reactive arthritis of joint of shoulder region","201474006",4066954,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of proximal interphalangeal joint of finger","201773004",4116443,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Bowel-bypass syndrome","402858006",4291463,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Normocomplementemic urticarial vasculitis","402855009",4291462,"Observation","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Seronegative rheumatoid arthritis of left hand","319031000119108",37207808,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-03-01
"Bilateral seropositive rheumatoid arthritis of wrist joint regions","15692041000119104",608813,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Juvenile polyarteritis","195363007",4111856,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cutaneous polyarteritis nodosa","239926000",4347062,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left elbow seropositive rheumatoid arthritis","318851000119103",601031,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Vasculitis with glomerulonephritis","90971000119103",35627150,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Syphilitic aortitis","20735004",315467,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Lupus erythematosus-associated necrotizing vasculitis","403511003",4301142,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Reactive arthritis of right glenohumeral joint","319631000119102",1246183,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Bacterial arthritis of facet joint of lumbar spine","712548002",46273216,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Bacterial arthritis of facet joint of cervical spine","712549005",46273622,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Autoimmune interstitial lung disease, arthritis syndrome","1222679006",37163922,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-05-31
"Lupus hepatitis","19682006",4057084,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Granulomatosis with polyangiitis of orbit","1231671001",37164701,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-08-31
"Exacerbation of ankylosing spondylitis","OMOP5165904",1340249,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Nephrotic syndrome co-occurrent and due to systemic lupus erythematosus","295111000119108",37395585,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-07-31
"Arthritis of spine","371082009",4153359,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Reactive arthritis of joint of foot due to and following dysentery","1290746004",1244743,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"CREST syndrome","31848007",4135937,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Infective arthritis of joint of vertebral column","673111000119103",1246668,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Primary cerebral arteritis","703312002",45766200,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Chikungunya arthritis","905341000000100",44811610,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-04-01
"SLE glomerulonephritis syndrome, WHO class V","52042003",4178133,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Seronegative rheumatoid arthritis of joint of left ankle","319011000119103",601039,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Seropositive erosive rheumatoid arthritis","308143008",4147418,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of joint of left wrist region","319571000119103",1246178,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Reactive arthritis of radiocarpal joint","1290724007",1244730,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Exacerbation os systemic lupus","13370001000004108",3173735,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Bullous systemic lupus erythematosus","239889005",4346976,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Anti-citrullinated protein antibody positive erosive rheumatoid arthritis","1162336001",37160399,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-09-30
"Rheumatoid arthritis of left knee","1073731000119100",37108590,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Multiple-level thoracic spondylosis without myelopathy","202668000",4066600,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Juvenile spondyloarthropathy","239806000",4079735,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Gout","90560007",440674,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of right foot","1073781000119104",36685023,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-09-01
"Sclerodermatomyositis","238936001",4033497,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Isolated aortitis","985961000000104",46286442,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-10-01
"Rheumatoid arthritis of left shoulder","1073741000119109",35609009,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Gout of vertebra due to renal impairment","298951000119104",46273541,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Cryoglobulinemic vasculitis","190815001",4096220,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Right elbow seropositive rheumatoid arthritis","318921000119103",601036,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Juvenile temporal arteritis","722020006",36716136,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Flare of rheumatoid arthritis","201791009",4114444,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"SLE glomerulonephritis syndrome, WHO class IV","36402006",4267801,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of left hand","1073711000119105",42534834,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Pustular vasculitis","402663007",4292536,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Rheumatoid arthritis of joint of spine","781206002",36683391,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-01-31
"Necrotizing vasculitis due to mixed cryoglobulinemia","402662002",4292535,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Reactive arthritis of right ankle","16583401000119105",1245870,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Rheumatoid arthritis of tibiofibular joint","201778008",4115051,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid nodule of left knee","319891000119104",1246185,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Exacerbation of rheumatoid arthritis","OMOP5166115",1340460,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Diffuse systemic sclerosis of childhood","1144925008",606390,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Polyarteritis","20258000",4067424,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Sexually acquired reactive arthritis of joint of foot","1290742002",1244739,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Iritis with psoriatic arthritis","410482007",4132495,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2004-07-31
"Neonatal lupus erythematosus","95609003",4316373,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Seronegative rheumatoid arthritis in remission","16606681000119101",603308,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Nail dystrophy co-occurrent with reactive arthritis triad","402339007",4223486,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Behçet's disease affecting oral mucosa","403443000",4293711,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Extra-articular rheumatoid process","52661003",4200987,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of right elbow","319591000119102",1246179,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Senile endarteritis","111291001",4009153,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Arthritis of joint of spine due to inflammatory bowel disease","307261000119104",37170948,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-04-30
"Dermatomyositis overlap syndrome","1144931006",602876,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Idiopathic aortitis","239937004",4347063,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Adult onset dermatomyositis","402425006",4270868,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Renal involvement in scleroderma","236502006",4128222,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left hip joint seronegative rheumatoid arthritis","319041000119104",601040,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Reactive arthritis of right hip","319611000119107",1246181,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Primary Sjögren's syndrome","239912009",4347058,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Giant cell arteritis with polymyalgia rheumatica","239938009",4343935,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Systemic sclerosis, diffuse","128460000",4027727,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid arthritis of left temporomandibular joint","15686001000119104",36687001,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-09-01
"Lung disease with systemic lupus erythematosus","196138005",4055640,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Rheumatoid carditis","28880005",4103516,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Drug-induced lupus erythematosus caused by hydralazine","54912002",4208241,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of right knee","319621000119100",1246182,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-10-01
"Seropositive rheumatoid arthritis of shoulder joint","459921000124108",36684998,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-09-01
"Drug-induced lupus erythematosus caused by procainamide","22888007",4119296,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Sacral arthritis","429555005",4180469,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2008-01-31
"Rheumatoid arthritis of talonavicular joint","201781003",4116152,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Juvenile psoriatic arthritis","239802003",4079733,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Seronegative rheumatoid arthritis of bilateral hip joints","15691361000119106",1245542,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"SLE glomerulonephritis syndrome, WHO class II","4676006",4186940,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Accelerated rheumatoid nodulosis","402427003",4292371,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Sexually acquired reactive arthritis of joint of pelvic wall","1290743007",1244740,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Rheumatoid nodule of subcutaneous tissue of bilateral feet","15673481000119101",1245510,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Granulomatosis with polyangiitis of gingiva","235000001",4122119,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Lupus erythematosus-associated urticarial vasculitis","403510002",4295305,"Observation","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Drug-induced systemic lupus erythematosus","201436003",4063581,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reactive arthritis of joint of shoulder region due to and following dysentery","201497009",72984,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
