"Concept Name","Concept Code","Concept Id","Domain Id","Vocabulary Id","Concept Class Id","Concept Category","Invalid Reason","Valid End Date","Valid Start Date"
"Hyperosmolar non-ketotic state due to type 2 diabetes mellitus","395204000",4215719,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-01-31
"Mixed maculopathy due to diabetes mellitus","314015001",4195498,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Diarrhea due to diabetes mellitus","38205001",4242528,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Glaucoma suspect due to diabetes mellitus type 2","1003605004",604741,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Nonproliferative retinopathy due to diabetes mellitus","390834004",376683,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-01-31
"Lactic acidosis due to diabetes mellitus","735538002",42536604,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Diabetic ulcer of left foot in remission","1771711000000100",37169961,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-08-02
"Coronary artery disease due to type 2 diabetes mellitus","16891151000119103",37309630,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-01-31
"Infection of foot due to diabetes mellitus","419100001",4171406,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-01-31
"Traction detachment of retina due to type 2 diabetes mellitus","82541000119100",45773064,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Poorly controlled type I diabetes with renal complication","10120001000004103",3192052,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Poorly controlled type II diabetes with complications","10150001000004102",3194082,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Glomerulosclerosis of kidney due to diabetes mellitus","707221002",45772914,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Retinopathy due to type 2 diabetes mellitus","422034002",4226121,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-07-31
"Sensory neuropathy due to diabetes mellitus","127011001",4131117,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Diabetic retinopathy detected by national screening programme","775841000000109",44805628,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2011-04-01
"Cataract due to diabetes mellitus type 1","421920002",4225656,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-07-31
"Dyslipidemia due to type 1 diabetes mellitus","368551000119104",37016353,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Severe malnutrition due to type 2 diabetes mellitus","72051000119101",45769835,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Disorder of macula due to diabetes mellitus","232020009",4334884,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Chronic kidney disease stage 1 due to type 2 diabetes mellitus","751000119104",43531559,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-07-31
"Autonomic neuropathy due to type 2 diabetes mellitus","712883005",37016768,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Clinically significant macular edema due to diabetes mellitus","770097006",35626764,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Proliferative retinopathy of right eye due to diabetes mellitus type 1","16748741000119101",609118,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Skin ulcer of toe due to diabetes mellitus type 1","10656231000119100",46269764,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-07-31
"Severe hyperglycemia due to diabetes mellitus","237621004",4029420,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Xanthoma diabeticorum","217341008",4315903,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Hypoglycemic coma due to type 2 diabetes mellitus","719216001",36714116,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Peripheral vascular disease due to secondary diabetes mellitus","126531000119109",760977,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-03-01
"Necrobiosis lipoidica diabeticorum","56391002",4208701,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Chronic kidney disease due to type 2 diabetes mellitus","771000119108",43531578,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-07-31
"Microalbuminuria due to type 1 diabetes mellitus","18521000119106",45757535,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1","16749781000119101",609120,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Moderate nonproliferative retinopathy due to diabetes mellitus","312904009",377552,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Arthropathy due to type 2 diabetes mellitus","314903002",4196141,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Non centrally involved macular edema due to diabetes mellitus","871781003",3656195,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Ketoacidosis due to type 1 diabetes mellitus","420270002",439770,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-07-31
"Poorly controlled type II diabetes with neuropathy","10170001000004104",3191208,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Cataract due to diabetes mellitus","43959009",376979,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Very severe nonproliferative retinopathy due to diabetes mellitus","399876000",4269871,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2003-07-31
"Hyperglycemia due to diabetes mellitus","822995009",37311673,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-01-31
"Hypoglycemic unawareness due to type 1 diabetes mellitus","120711000119108",45757362,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Proliferative retinopathy of left eye due to diabetes mellitus","770766000",36674200,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-01-31
"Hyperosmolar coma due to diabetes mellitus","422126006",4226238,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2006-07-31
"Chronic ulcer of skin due to type 1 diabetes mellitus","72141000119104",45769837,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Cataract of left eye due to diabetes mellitus","768793002",35625718,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
"Myasthenic syndrome due to diabetic amyotrophy","267604001",4147504,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Severe nonproliferative retinopathy of right eye due to diabetes mellitus","769187006",35626043,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-07-31
