"Concept Name","Concept Code","Concept Id","Domain Id","Vocabulary Id","Concept Class Id","Concept Category","Invalid Reason","Valid End Date","Valid Start Date"
"Intracranial septic embolism","230220006",4043900,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Reversible cerebral vasoconstriction syndrome","700467001",45773220,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Cerebrovascular accident due to embolism of right anterior cerebral artery","849488701000119104",618684,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Bilateral thrombosis of cerebellar arteries","1269244003",37167970,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Vertebral artery occlusion with infarction","434821000124104",763003,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-09-01
"Dissection of extracranial carotid artery","840419005",3654882,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Multiple and bilateral precerebral arterial occlusion","195183002",439295,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusion of bilateral cerebellar arteries","1153638002",607591,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Monoplegia of dominant lower limb due to and following ischemic cerebrovascular accident","672381000119100",765518,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"Dysphasia due to and following embolic cerebrovascular accident","690351000119103",42535707,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Radiation induced cerebral vasculitis","26730001000004103",3181814,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Cerebrovascular accident due to embolism of right carotid artery","384430101000119103",609313,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Stroke of uncertain pathology","230713003",4046363,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebral venous thrombosis of cortical vein","230722002",4046443,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Ataxia as sequela of cerebrovascular accident","290581000119101",42535411,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Bilateral occlusion of anterior cerebral arteries","329541000119100",601069,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Occlusion of left anterior cerebral artery","1153545009",607525,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Vertebral artery syndrome","34781003",434656,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Multiple AND bilateral precerebral artery thrombosis","14977000",4032493,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Memory deficit due to and following cerebrovascular accident","16703661000119105",37309662,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-01-31
"Congenital malformation of dural sinus","703193000",45766098,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Ischemic stroke with coma","140911000119109",43530669,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-07-31
"Weakness as a late effect of stroke","148871000119109",44782753,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-01-31
"Right basal ganglia embolic stroke","31820001000004100",3174092,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Isolation of right common carotid artery","445349004",40483310,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2010-07-31
"Cerebral thrombosis","71444005",441874,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Autosomal recessive leukoencephalopathy, ischemic stroke, retinitis pigmentosa syndrome","771476007",36675148,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-01-31
"Occlusion of right cerebellar artery by embolus","762633000",42538820,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Occlusion of right middle cerebral artery by embolus","762629007",42538818,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Moyamoya disease","69116000",378774,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebral venous sinus thrombosis","192759008",4102202,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Psychomotor retardation due to and following ischemic cerebrovascular accident","16702441000119104",37169686,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Thrombosis of left internal carotid artery","15707881000119106",761411,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-09-01
"Sensory disorder as a late effect of cerebrovascular disease","441735003",40480449,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Endophlebitis of lateral venous sinus","16061002",4052462,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Basilar artery occlusion","195180004",437308,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebrovascular accident due to occlusion of right cerebellar artery","16024271000119107",42535149,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Aneurysm of basilar artery","737159004",42537642,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Carotid artery embolism","80606009",4213731,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Spontaneous hemorrhage of subarachnoid space from left middle cerebral artery","291401000119102",762095,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"Right vertebral artery embolism with stroke","16002351000119105",761794,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-03-01
"Cerebrovascular accident with intracranial hemorrhage","5571000124103",764721,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-03-01
"Cerebrovascular accident due to occlusion of left carotid artery","16024111000119109",42539262,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Anterior inferior cerebellar artery embolism","429851000124107",762630,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-09-01
"Aphasia complicating stroke","5420001000004108",3181357,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Abnormal vision as a late effect of cerebrovascular disease","441759008",40480475,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Endophlebitis of intracranial venous sinus","87937009",4338502,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Precerebral arterial occlusion","266253001",443239,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Disorder of basilar artery","371158002",4159164,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Vertebral artery rupture","234005004",4121637,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Anomalous separate origins of internal carotid arteries and external carotid arteries from single aortic arch","461326001",43021569,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Cerebrofacial arteriovenous metameric syndrome type 2","6729006",4284132,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Asymptomatic cerebrovascular disease","230738008",4046444,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Transection of vertebral artery","262940009",4134159,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebrofacial arteriovenous metameric syndrome type 3","703268008",45766162,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Congenital anomaly of cerebral artery","54265003",4183995,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Bilateral posterior communicating artery occlusion","1287890000",1244503,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2024-02-01
"Occlusion and stenosis of middle cerebral artery with infarction","433941000124104",765907,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-03-01
"Right cerebellar artery thrombosis","1156019004",607818,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Cerebrovascular accident due to occlusion of anterior choroidal artery","1269248000",37167974,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Left middle cerebral artery stroke","32310001000004107",3176312,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Dissection of extracranial vertebral artery","840420004",3654883,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Anomalous origin of left common carotid artery from brachiocephalic artery","460899002",43021430,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Hypoplasia of cranial sinus","860820000",3655290,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Basilar artery embolism","111296006",4006294,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Septic thrombophlebitis of sagittal sinus","302880005",4119136,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thrombosis of superior sagittal sinus","70607008",4290940,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Pseudoaneurysm of vertebral artery","5651000124109",764734,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-03-01
"Fatigue due to and following ischemic cerebrovascular accident","16469931000119100",37169605,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Aneurysm of intracranial portion of internal carotid artery","284821000119109",43020491,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Monoplegia of dominant upper limb due to and following ischemic cerebrovascular accident","672421000119109",764814,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"Cerebrovascular accident due to occlusion of left middle cerebral artery","16000511000119103",42535112,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Cerebral arteritis due to infectious disease","703311009",45766199,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Bilateral thrombosis of vertebral arteries","1269246001",37167972,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Thrombophlebitis of internal cerebral vein","5501000124109",764712,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-03-01
"Atherosclerosis of left carotid artery","284871000119105",43021851,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-01-31
"Thrombosis of middle cerebral artery","705129007",45767657,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Posterior inferior cerebellar artery occlusion with infarction","436041000124107",763095,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-09-01
"Carotidynia","230482003",4046228,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thrombosis of inferior sagittal sinus","15742000",4048890,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"CVA with associated bilateral paralysis","5560001000004105",3188623,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Cerebral ischemic stroke due to subarachnoid hemorrhage","788884002",37312013,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-01-31
"Cerebrovascular accident due to occlusion of left anterior cerebral artery","182960891000119101",609242,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Cerebral ischemic stroke due to intracranial large artery atherosclerosis","724425005",37110238,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Cerebral ischemic stroke due to occlusion of extracranial large artery","724993002",37110678,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Cerebrofacial arteriovenous metameric syndrome type 1","703267003",45766161,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Monoplegia of lower limb as sequela of cerebrovascular accident","290931000119108",42535416,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Embolism of precerebral artery","40276003",4222582,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Left posterior cerebral artery thrombosis","1156016006",607815,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Perinatal cerebral ischemia","276706004",4080888,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Ruptured internal carotid-posterior communicating artery zone aneurysm","277329004",4082163,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Non-pyogenic venous sinus thrombosis","195229008",4111713,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Bilateral embolism of carotid arteries","1155688007",607611,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Apraxia due to and following embolic cerebrovascular accident","690181000119108",764847,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"Memory deficit due to and following embolic cerebrovascular accident","16703711000119100",609092,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Embolism of multiple and bilateral precerebral arteries","37943007",4242222,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Apraxia as sequela of cerebrovascular accident","186831000119104",42535344,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Thrombosis of right internal carotid artery","15707841000119101",761410,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-09-01
"Dissection of precerebral artery","713035000",37016888,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Septic thrombophlebitis of sigmoid sinus","230223008",4041680,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Aneurysm of the vein of Galen","253194008",4099850,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Carotid artery stenosis without infarction","436021000124100",763093,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-09-01
"Thrombosis of lateral venous sinus","21258007",4057329,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebrovascular accident due to thrombosis of right cerebellar artery","496369931000119104",604171,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Embolism of basilar sinus","16418006",4039439,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Paralytic syndrome of dominant side as late effect of stroke","430959006",443609,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2008-07-31
"Occlusive stroke","373606000",4189462,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Thrombophlebitis of torcular Herophili","3681008",4277833,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusion and stenosis of anterior cerebral artery without infarction","430841000124101",765774,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-09-01
"Spasm of cerebral arteries","73173006",4249605,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Ruptured cerebral aneurysm","233983001",4120104,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident","442181008",40482266,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2009-07-31
"Occlusion and stenosis of posterior cerebral artery without infarction","430831000124106",762707,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-09-01
"Cerebral vasculitis","427020007",4140462,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2007-07-31
"Nonpyogenic cerebral venous thrombosis with stroke","16002151000119107",761790,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-03-01
"Cerebellar artery embolism","429831000124100",762629,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-09-01
"Middle cerebral artery syndrome","195209007",4110194,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thrombophlebitis of superior sagittal sinus","26954004",4098706,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebrovascular accident due to embolism of bilateral posterior cerebral arteries","168747591000119109",609188,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Embolism of intracranial venous sinus","14246007",4031342,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Exacerbation of cerebrovascular accident","OMOP5165929",1340274,"Condition","OMOP Extension","Disorder","S",NA,2099-12-31,2022-05-06
"Bilateral embolism of posterior cerebral arteries","1153633006",607586,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Occlusive thrombus of left cerebellar artery","455911000124103",764504,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-03-01
"COL4A1-related familial vascular leukoencephalopathy","778060000",36680604,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-01-31
"Cerebrovascular accident due to embolism of bilateral carotid arteries","152148641000119104",608742,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Carotid artery occlusion","266254007",313226,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Vein of Galen malformation","416792008",4215653,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2005-07-31
"Late effects of cerebrovascular disease","195239002",434056,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebrovascular accident due to stenosis of right vertebral artery","292661000119105",42535458,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Cerebral atherosclerosis","55382008",316437,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Dissection of internal carotid artery","705066004",45772779,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2015-01-31
"Occlusion of left posterior cerebral artery","329571000119107",42535510,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Dysarthria due to and following cerebrovascular accident","290631000119103",42535412,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Ataxia as sequela of hemorrhagic cerebrovascular accident","674121000119107",42535685,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Asymptomatic occlusion of extracranial carotid artery","703180005",45766088,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Monoplegia of dominant upper limb as a late effect of cerebrovascular accident","427065003",443525,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2007-07-31
"Thrombosis of basal vein","5611000124108",764726,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-03-01
"Hereditary cavernous hemangioma of brain","717003001",37396995,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-07-31
"Dysphagia as a late effect of cerebrovascular accident","426033005",443465,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2007-07-31
"Cerebral arteritis","28366008",380747,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Occlusive embolus of left anterior cerebral","455841000124109",764501,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-03-01
"Embolus of left posterior cerebral artery","734961002",42536242,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Ruptured aneurysm of vertebral artery","703176000",45766085,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Cerebral ischemia","287731003",374384,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Aneurysm of posterior inferior cerebellar artery","783417009",37204665,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-07-31
"Injury of intracranial vessel of head","721328009",36717463,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-01-31
"Occlusion and stenosis of cerebellar arteries","195235008",4112024,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cognitive deficit due to and following ischemic cerebrovascular accident","672561000119103",42535681,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Monoplegia of left dominant lower limb due to and following cerebrovascular accident","290891000119100",762089,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"ADan amyloidosis","783258000",37204554,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-07-31
"Cervical artery dissection","870637009",3656002,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Congenital fenestration of basilar artery","16520041000119104",609074,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Acute cerebral ischemia","16218291000119100",42535227,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Cerebrovascular accident due to embolism of bilateral anterior cerebral arteries","107557061000119108",605421,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Dissection of middle cerebral artery","840436002",3654894,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Thrombosis of right middle cerebral artery","734384004",42538998,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Vertigo as late effect of stroke","426788002",440426,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2007-07-31
"Cerebrovascular accident due to occlusion of right middle cerebral artery","16000431000119109",42535111,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Occlusion of left vertebral artery","292631000119102",42535457,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Foville syndrome","276220007",4078314,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Brain stem ischemia","95456009",4319330,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Stroke co-occurrent with migraine","724429004",37110241,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Embolus of circle of Willis","297138001",4182186,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cerebral venous thrombosis of cortical vein without infarction","432261000124102",762811,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2012-09-01
"Occlusion of right pontine artery","735114006",42536337,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Retroesophageal carotid artery","95235009",4317953,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Anterior cerebral artery syndrome","195210002",4108360,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Symptomatic carotid artery stenosis","9611000119107",44784634,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-01-31
"Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations","783787000",37204863,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2019-07-31
"Dural arteriovenous fistula","703166003",45766077,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Cerebrovascular accident of medulla oblongata","881694631000119107",619046,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-01-31
"Dissection of intracranial vertebral artery","840438001",3654896,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2020-07-31
"Cilioretinal artery occlusion","232036006",4338905,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Cardioembolic stroke","413758000",4211509,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2005-01-31
"Spontaneous rupture of left posterior communicating artery","734396006",42535879,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Multi-infarct dementia, uncomplicated","70936005",377254,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Pontine artery thrombosis","408665008",4237181,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2004-07-31
"Stroke in utero","29450001000004101",3170557,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Multiple AND bilateral precerebral artery obstruction","67992007",4194897,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Thrombophlebitis of cerebral vein","95461006",4319332,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Embolism of left vertebral artery","1155697006",607619,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Secondary moyamoya disease","1208841001",37163259,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-04-30
"Weakness of face muscles as sequela of stroke","40161000119102",43530744,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2013-07-31
"Cerebrovascular accident due to thrombosis of bilateral posterior cerebral arteries","297778421000119102",37170768,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Dysphasia due to and following ischemic cerebrovascular accident","672521000119108",42535679,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Asymptomatic stenosis of extracranial vertebral artery","1204160001",37163028,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2022-02-28
"Fluency disorder due to and following embolic cerebrovascular accident","690301000119102",37174199,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2023-06-30
"Cerebral vasoconstriction syndrome","703218000",45766121,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2014-07-31
"Occlusive thrombus of left vertebral artery","455921000124106",764505,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-03-01
"Embolic stroke","371041009",4153352,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-07-31
"Ruptured acquired aneurysm of cerebral artery","330111000119103",762351,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-09-01
"Embolism of left anterior cerebral artery","1153611009",607568,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Nontraumatic ruptured cerebral aneurysm","713265001",37017075,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2016-01-31
"Right internal carotid occlusion","28090001000004102",3184979,"Condition","Nebraska Lexicon","Clinical Finding","S",NA,2099-12-31,2016-01-28
"Bilateral embolism of middle cerebral arteries","1153632001",607585,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
"Cerebral ischemic stroke due to extracranial large artery atherosclerosis","724426006",37110239,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2017-07-31
"Cerebrovascular accident due to occlusion of right posterior cerebral artery","16000391000119104",42535110,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2018-01-31
"Intracranial arterial septic embolism","230221005",4041678,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2002-01-31
"Paralytic syndrome of nondominant side as late effect of stroke","430947007",443599,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2008-07-31
"Cerebrovascular accident due to occlusion of right posterior communicating artery","849579281000119106",618685,"Condition","SNOMED","Disorder","S",NA,2099-12-31,2021-07-31
