concept_id,keep_entry_in_codeset,comments,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id
19089064,TRUE,,prednisone 20 MG [Deltasone],S,,NULL,,567793,Drug,RxNorm,Branded Drug Comp
19089065,TRUE,,prednisone 50 MG [Deltasone],S,,NULL,,567841,Drug,RxNorm,Branded Drug Comp
19090523,TRUE,,meprednisone 4 MG/ML,S,,NULL,,334021,Drug,RxNorm,Clinical Drug Comp
19090524,TRUE,,meprednisone 4 MG,S,,NULL,,334022,Drug,RxNorm,Clinical Drug Comp
19090525,TRUE,,meprednisone 40 MG,S,,NULL,,334023,Drug,RxNorm,Clinical Drug Comp
19090526,TRUE,,meprednisone 8 MG,S,,NULL,,334024,Drug,RxNorm,Clinical Drug Comp
19090623,TRUE,,methylprednisolone 1.5 MG,S,,NULL,,334064,Drug,RxNorm,Clinical Drug Comp
19093831,TRUE,,methylprednisolone 1 MG/ML,S,,NULL,,340167,Drug,RxNorm,Clinical Drug Comp
19098197,TRUE,,prednisone 10 MG Oral Tablet [Prednicot],S,,NULL,,351400,Drug,RxNorm,Branded Drug
19098198,TRUE,,prednisone 20 MG Oral Tablet [Prednicot],S,,NULL,,351401,Drug,RxNorm,Branded Drug
19099970,TRUE,,methylprednisolone 50 MG/ML,S,,NULL,,360536,Drug,RxNorm,Clinical Drug Comp
19104623,TRUE,,methylprednisolone 20 MG/ML Injectable Solution,S,,NULL,,415817,Drug,RxNorm,Clinical Drug
19104629,TRUE,,methylprednisolone 5 MG/ML Injectable Solution,S,,NULL,,415856,Drug,RxNorm,Clinical Drug
19104630,TRUE,,methylprednisolone 10 MG/ML Injectable Solution,S,,NULL,,415857,Drug,RxNorm,Clinical Drug
19105235,TRUE,,chloramphenicol 0.002 MG/MG / prednisone 0.005 MG/MG Topical Ointment,S,,NULL,,418863,Drug,RxNorm,Clinical Drug
19105412,TRUE,,piroxicam 10 MG / prednisone 2 MG Rectal Suppository,S,,NULL,,420639,Drug,RxNorm,Clinical Drug
19105447,TRUE,,prednisone 5 MG Rectal Suppository,S,,NULL,,420771,Drug,RxNorm,Clinical Drug
19105448,TRUE,,prednisone 30 MG Rectal Suppository,S,,NULL,,420772,Drug,RxNorm,Clinical Drug
19105449,TRUE,,prednisone 100 MG Rectal Suppository,S,,NULL,,420773,Drug,RxNorm,Clinical Drug
19007004,TRUE,,methylprednisolone 50 MG/ML Injectable Solution,S,,NULL,,105404,Drug,RxNorm,Clinical Drug
19007010,TRUE,,prednisone 5 MG Oral Tablet [Decortisyl],S,,NULL,,105412,Drug,RxNorm,Branded Drug
19009116,TRUE,,meprednisone,S,,NULL,,29523,Drug,RxNorm,Ingredient
19009117,TRUE,,meprednisone 8 MG Oral Tablet,S,,NULL,,248682,Drug,RxNorm,Clinical Drug
19009119,TRUE,,meprednisone 4 MG Oral Tablet,S,,NULL,,248725,Drug,RxNorm,Clinical Drug
19009120,TRUE,,meprednisone 4 MG/ML Oral Solution,S,,NULL,,248794,Drug,RxNorm,Clinical Drug
19019158,TRUE,,methylprednisolone 24 MG Oral Tablet,S,,NULL,,197970,Drug,RxNorm,Clinical Drug
19024533,TRUE,,prednisone 1 MG Oral Tablet [Econosone],S,,NULL,,201082,Drug,RxNorm,Branded Drug
19024534,TRUE,,prednisone 5 MG Oral Tablet [Econosone],S,,NULL,,201083,Drug,RxNorm,Branded Drug
19028933,TRUE,,prednisone 5 MG/ML Oral Solution,S,,NULL,,205301,Drug,RxNorm,Clinical Drug
19031623,TRUE,,prednisone 1 MG/ML Oral Solution [Liquid Pred],S,,NULL,,206199,Drug,RxNorm,Branded Drug
19033379,TRUE,,prednisone 1 MG Oral Tablet [Meticorten],S,,NULL,,206754,Drug,RxNorm,Branded Drug
19033380,TRUE,,prednisone 1 MG Oral Tablet [Orasone],S,,NULL,,206755,Drug,RxNorm,Branded Drug
19033622,TRUE,,prednisone 2.5 MG Oral Tablet [Deltasone],S,,NULL,,206837,Drug,RxNorm,Branded Drug
19034011,TRUE,,prednisone 5 MG Oral Tablet [Deltasone],S,,NULL,,206954,Drug,RxNorm,Branded Drug
19034012,TRUE,,prednisone 5 MG Oral Tablet [Orasone],S,,NULL,,206955,Drug,RxNorm,Branded Drug
19034013,TRUE,,prednisone 5 MG Oral Tablet [Prednicen-M],S,,NULL,,206956,Drug,RxNorm,Branded Drug
19034014,TRUE,,prednisone 5 MG Oral Tablet [Sterapred],S,,NULL,,206957,Drug,RxNorm,Branded Drug
19034196,TRUE,,prednisone 10 MG [Prednicot],S,,NULL,,575331,Drug,RxNorm,Branded Drug Comp
19034197,TRUE,,prednisone 20 MG [Prednicot],S,,NULL,,575332,Drug,RxNorm,Branded Drug Comp
19034203,TRUE,,prednisone 10 MG Oral Tablet [Deltasone],S,,NULL,,206988,Drug,RxNorm,Branded Drug
19034204,TRUE,,prednisone 10 MG Oral Tablet [Orasone],S,,NULL,,206989,Drug,RxNorm,Branded Drug
19034205,TRUE,,prednisone 10 MG Oral Tablet [Sterapred DS],S,,NULL,,206990,Drug,RxNorm,Branded Drug
19034231,TRUE,,prednisone 20 MG Oral Tablet [Deltasone],S,,NULL,,206997,Drug,RxNorm,Branded Drug
19034232,TRUE,,prednisone 20 MG Oral Tablet [Orasone],S,,NULL,,206998,Drug,RxNorm,Branded Drug
19034327,TRUE,,prednisone 50 MG Oral Tablet [Deltasone],S,,NULL,,207048,Drug,RxNorm,Branded Drug
19034328,TRUE,,prednisone 50 MG Oral Tablet [Orasone],S,,NULL,,207049,Drug,RxNorm,Branded Drug
19034645,TRUE,,methylprednisolone 2 MG Oral Tablet [Medrol],S,,NULL,,207136,Drug,RxNorm,Branded Drug
19034646,TRUE,,methylprednisolone 8 MG Oral Tablet [Medrol],S,,NULL,,207137,Drug,RxNorm,Branded Drug
19034647,TRUE,,methylprednisolone 16 MG Oral Tablet [Medrol],S,,NULL,,207138,Drug,RxNorm,Branded Drug
19034648,TRUE,,methylprednisolone 24 MG Oral Tablet [Medrol],S,,NULL,,207139,Drug,RxNorm,Branded Drug
19034650,TRUE,,methylprednisolone 32 MG Oral Tablet [Medrol],S,,NULL,,207141,Drug,RxNorm,Branded Drug
19034804,TRUE,,methylprednisolone 40 MG Injection [A-MethaPred],S,,NULL,,207190,Drug,RxNorm,Branded Drug
19034805,TRUE,,methylprednisolone 40 MG Injection [Solu-Medrol],S,,NULL,,207191,Drug,RxNorm,Branded Drug
19034806,TRUE,,methylprednisolone 125 MG Injection [A-MethaPred],S,,NULL,,207192,Drug,RxNorm,Branded Drug
19034807,TRUE,,methylprednisolone 62.5 MG/ML Injectable Solution [Solu-Medrol],S,,NULL,,207193,Drug,RxNorm,Branded Drug
19043507,TRUE,,methylprednisolone 2 MG [Medrol],S,,NULL,,567927,Drug,RxNorm,Branded Drug Comp
19043508,TRUE,,methylprednisolone 8 MG [Medrol],S,,NULL,,567928,Drug,RxNorm,Branded Drug Comp
19043509,TRUE,,methylprednisolone 16 MG [Medrol],S,,NULL,,567929,Drug,RxNorm,Branded Drug Comp
19043531,TRUE,,methylprednisolone 32 MG [Medrol],S,,NULL,,567932,Drug,RxNorm,Branded Drug Comp
19043532,TRUE,,methylprednisolone 4 MG [Medrol],S,,NULL,,574125,Drug,RxNorm,Branded Drug Comp
19048394,TRUE,,methylprednisolone 62.5 MG/ML [Solu-Medrol],S,,NULL,,567984,Drug,RxNorm,Branded Drug Comp
19060038,TRUE,,methylprednisolone 1 MG/ML Ophthalmic Solution,S,,NULL,,246024,Drug,RxNorm,Clinical Drug
19061425,TRUE,,meprednisone 40 MG Oral Tablet,S,,NULL,,248702,Drug,RxNorm,Clinical Drug
19064110,TRUE,,piroxicam 10 MG / prednisone 2 MG Delayed Release Oral Tablet,S,,NULL,,250996,Drug,RxNorm,Clinical Drug
19067555,TRUE,,methylprednisolone 4 MG Oral Tablet [Medrol],S,,NULL,,260330,Drug,RxNorm,Branded Drug
19129398,TRUE,,{21 (methylprednisolone 4 MG Oral Tablet) } Pack,S,,NULL,,762675,Drug,RxNorm,Clinical Pack
19129511,TRUE,,{48 (prednisone 5 MG Oral Tablet) } Pack,S,,NULL,,763179,Drug,RxNorm,Clinical Pack
19129512,TRUE,,{21 (prednisone 5 MG Oral Tablet) } Pack,S,,NULL,,763181,Drug,RxNorm,Clinical Pack
19129513,TRUE,,{48 (prednisone 10 MG Oral Tablet) } Pack,S,,NULL,,763183,Drug,RxNorm,Clinical Pack
19129514,TRUE,,{21 (prednisone 10 MG Oral Tablet) } Pack,S,,NULL,,763185,Drug,RxNorm,Clinical Pack
19130164,TRUE,,{12 (prednisone 5 MG Oral Tablet) } Pack,S,,NULL,,795854,Drug,RxNorm,Clinical Pack
19130165,TRUE,,{12 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred Uni-Pak 12 Day],S,,NULL,,795855,Drug,RxNorm,Branded Pack
19130166,TRUE,,{6 (prednisone 5 MG Oral Tablet) } Pack,S,,NULL,,795856,Drug,RxNorm,Clinical Pack
19130167,TRUE,,{6 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred Uni-Pak 6 Day],S,,NULL,,795857,Drug,RxNorm,Branded Pack
19130170,TRUE,,{6 (prednisone 10 MG Oral Tablet) } Pack,S,,NULL,,795860,Drug,RxNorm,Clinical Pack
19130171,TRUE,,{6 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS Uni-Pak 6 Day],S,,NULL,,795861,Drug,RxNorm,Branded Pack
19131653,TRUE,,{14 (methylprednisolone 16 MG Oral Tablet) } Pack,S,,NULL,,804173,Drug,RxNorm,Clinical Pack
19133854,TRUE,,{21 (methylprednisolone 4 MG Oral Tablet [Medrol]) } Pack [Medrol Dosepak],S,,NULL,,834023,Drug,RxNorm,Branded Pack
19133985,TRUE,,{25 (prednisone 10 MG Oral Tablet) } Pack,S,,NULL,,834395,Drug,RxNorm,Clinical Pack
19135072,TRUE,,{48 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred 5 MG 12 Day Uni-Pak],S,,NULL,,845491,Drug,RxNorm,Branded Pack
19135073,TRUE,,{21 (prednisone 5 MG Oral Tablet [Sterapred]) } Pack [Sterapred 5 MG Uni-Pak],S,,NULL,,845492,Drug,RxNorm,Branded Pack
19135074,TRUE,,{48 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS 12 Day Uni-Pak],S,,NULL,,845493,Drug,RxNorm,Branded Pack
19135075,TRUE,,{21 (prednisone 10 MG Oral Tablet [Sterapred DS]) } Pack [Sterapred DS Uni-Pak],S,,NULL,,845494,Drug,RxNorm,Branded Pack
35606531,TRUE,,methylprednisolone 125 MG,S,,NULL,,1743702,Drug,RxNorm,Clinical Drug Comp
19105450,TRUE,,prednisone 10 MG Rectal Suppository,S,,NULL,,420774,Drug,RxNorm,Clinical Drug
19106650,TRUE,,methylprednisolone 40 MG Oral Tablet,S,,NULL,,429197,Drug,RxNorm,Clinical Drug
19106693,TRUE,,prednisone 8 MG Oral Tablet,S,,NULL,,429331,Drug,RxNorm,Clinical Drug
19106694,TRUE,,prednisone 40 MG Oral Tablet,S,,NULL,,429332,Drug,RxNorm,Clinical Drug
19109240,TRUE,,prednisone 0.005 MG/MG,S,,NULL,,438434,Drug,RxNorm,Clinical Drug Comp
19110847,TRUE,,methylprednisolone 10 MG/ML,S,,NULL,,446407,Drug,RxNorm,Clinical Drug Comp
19110848,TRUE,,methylprednisolone 5 MG/ML,S,,NULL,,446408,Drug,RxNorm,Clinical Drug Comp
19111642,TRUE,,prednisone 100 MG,S,,NULL,,451141,Drug,RxNorm,Clinical Drug Comp
19111643,TRUE,,prednisone 30 MG,S,,NULL,,451143,Drug,RxNorm,Clinical Drug Comp
19111644,TRUE,,prednisone 40 MG,S,,NULL,,451144,Drug,RxNorm,Clinical Drug Comp
19111647,TRUE,,prednisone 8 MG,S,,NULL,,451147,Drug,RxNorm,Clinical Drug Comp
19113790,TRUE,,prednisone 10 MG [Predone],S,,NULL,,541813,Drug,RxNorm,Branded Drug Comp
19113791,TRUE,,prednisone 10 MG Oral Tablet [Predone],S,,NULL,,541815,Drug,RxNorm,Branded Drug
19113805,TRUE,,prednisone 20 MG [Predone],S,,NULL,,541871,Drug,RxNorm,Branded Drug Comp
19113806,TRUE,,prednisone 20 MG Oral Tablet [Predone],S,,NULL,,541872,Drug,RxNorm,Branded Drug
19116164,TRUE,,prednisone 5 MG [Decortisyl],S,,NULL,,564054,Drug,RxNorm,Branded Drug Comp
19117427,TRUE,,prednisone 1 MG [Econosone],S,,NULL,,565678,Drug,RxNorm,Branded Drug Comp
19117428,TRUE,,prednisone 5 MG [Econosone],S,,NULL,,565679,Drug,RxNorm,Branded Drug Comp
19118280,TRUE,,methylprednisolone 24 MG [Medrol],S,,NULL,,567930,Drug,RxNorm,Branded Drug Comp
19120864,TRUE,,prednisone 5 MG [Prednicot],S,,NULL,,575330,Drug,RxNorm,Branded Drug Comp
19121837,TRUE,,prednisone 5 MG/ML [Prednisone Intensol],S,,NULL,,582601,Drug,RxNorm,Branded Drug Comp
19121838,TRUE,,prednisone 5 MG/ML Oral Solution [Prednisone Intensol],S,,NULL,,582603,Drug,RxNorm,Branded Drug
19127696,TRUE,,prednisone 10 MG Oral Capsule,S,,NULL,,746380,Drug,RxNorm,Clinical Drug
19127774,TRUE,,prednisone 20 MG Oral Capsule,S,,NULL,,746836,Drug,RxNorm,Clinical Drug
19127775,TRUE,,prednisone 5 MG Oral Capsule,S,,NULL,,746837,Drug,RxNorm,Clinical Drug
40055571,TRUE,,meprednisone Oral Solution,S,,NULL,,372772,Drug,RxNorm,Clinical Drug Form
40055572,TRUE,,meprednisone Oral Tablet,S,,NULL,,372773,Drug,RxNorm,Clinical Drug Form
40060699,TRUE,,methylprednisolone Enema,S,,NULL,,372865,Drug,RxNorm,Clinical Drug Form
40060701,TRUE,,methylprednisolone Injectable Solution,S,,NULL,,376656,Drug,RxNorm,Clinical Drug Form
40060704,TRUE,,methylprednisolone Injectable Solution [Solu-Medrol],S,,NULL,,362772,Drug,RxNorm,Branded Drug Form
40060705,TRUE,,methylprednisolone Injectable Suspension,S,,NULL,,372866,Drug,RxNorm,Clinical Drug Form
40060710,TRUE,,methylprednisolone Injectable Suspension [Depo-Medrol],S,,NULL,,365570,Drug,RxNorm,Branded Drug Form
40060727,TRUE,,methylprednisolone Ophthalmic Solution,S,,NULL,,372867,Drug,RxNorm,Clinical Drug Form
40060728,TRUE,,methylprednisolone Oral Tablet,S,,NULL,,372868,Drug,RxNorm,Clinical Drug Form
40060730,TRUE,,methylprednisolone Oral Tablet [Medrol],S,,NULL,,368772,Drug,RxNorm,Branded Drug Form
40060734,TRUE,,methylprednisolone Topical Cream,S,,NULL,,377758,Drug,RxNorm,Clinical Drug Form
40060736,TRUE,,methylprednisolone Topical Ointment,S,,NULL,,372863,Drug,RxNorm,Clinical Drug Form
40066583,TRUE,,methylprednisolone / neomycin Topical Cream,S,,NULL,,376403,Drug,RxNorm,Clinical Drug Form
40066585,TRUE,,methylprednisolone / neomycin Topical Ointment,S,,NULL,,376326,Drug,RxNorm,Clinical Drug Form
40073529,TRUE,,prednisone Oral Solution,S,,NULL,,373583,Drug,RxNorm,Clinical Drug Form
40073530,TRUE,,prednisone Oral Solution [Liquid Pred],S,,NULL,,364008,Drug,RxNorm,Branded Drug Form
40073531,TRUE,,prednisone Oral Tablet,S,,NULL,,373585,Drug,RxNorm,Clinical Drug Form
40073532,TRUE,,prednisone Oral Tablet [Decortisyl],S,,NULL,,380828,Drug,RxNorm,Branded Drug Form
40073533,TRUE,,prednisone Oral Tablet [Deltasone],S,,NULL,,92354,Drug,RxNorm,Branded Drug Form
40073806,TRUE,,prednisone Oral Tablet [Econosone],S,,NULL,,380827,Drug,RxNorm,Branded Drug Form
40073807,TRUE,,prednisone Oral Tablet [Meticorten],S,,NULL,,368867,Drug,RxNorm,Branded Drug Form
40073808,TRUE,,prednisone Oral Tablet [Orasone],S,,NULL,,368790,Drug,RxNorm,Branded Drug Form
40073809,TRUE,,prednisone Oral Tablet [Prednicen-M],S,,NULL,,368813,Drug,RxNorm,Branded Drug Form
40073810,TRUE,,prednisone Oral Tablet [Prednicot],S,,NULL,,368654,Drug,RxNorm,Branded Drug Form
40073811,TRUE,,prednisone Oral Tablet [Sterapred DS],S,,NULL,,368806,Drug,RxNorm,Branded Drug Form
40073812,TRUE,,prednisone Oral Tablet [Sterapred],S,,NULL,,368812,Drug,RxNorm,Branded Drug Form
40073813,TRUE,,prednisone Rectal Suppository,S,,NULL,,451142,Drug,RxNorm,Clinical Drug Form
40077886,TRUE,,piroxicam / prednisone Delayed Release Oral Tablet,S,,NULL,,373495,Drug,RxNorm,Clinical Drug Form
40077887,TRUE,,piroxicam / prednisone Oral Tablet,S,,NULL,,376283,Drug,RxNorm,Clinical Drug Form
40077888,TRUE,,piroxicam / prednisone Rectal Suppository,S,,NULL,,450881,Drug,RxNorm,Clinical Drug Form
40119172,TRUE,,prednisone Oral Tablet [Predone],S,,NULL,,541814,Drug,RxNorm,Branded Drug Form
40127030,TRUE,,prednisone Oral Solution [Prednisone Intensol],S,,NULL,,582602,Drug,RxNorm,Branded Drug Form
40143531,TRUE,,prednisone Oral Capsule,S,,NULL,,746379,Drug,RxNorm,Clinical Drug Form
42873418,TRUE,,prednisone Delayed Release Oral Tablet,S,,NULL,,1303124,Drug,RxNorm,Clinical Drug Form
42873420,TRUE,,prednisone 1 MG [Rayos],S,,NULL,,1303127,Drug,RxNorm,Branded Drug Comp
42873421,TRUE,,prednisone Delayed Release Oral Tablet [Rayos],S,,NULL,,1303128,Drug,RxNorm,Branded Drug Form
42873422,TRUE,,prednisone 2 MG [Rayos],S,,NULL,,1303133,Drug,RxNorm,Branded Drug Comp
42873423,TRUE,,prednisone 5 MG [Rayos],S,,NULL,,1303136,Drug,RxNorm,Branded Drug Comp
42873627,TRUE,,prednisone 1 MG Delayed Release Oral Tablet,S,,NULL,,1303125,Drug,RxNorm,Clinical Drug
42873628,TRUE,,prednisone 1 MG Delayed Release Oral Tablet [Rayos],S,,NULL,,1303131,Drug,RxNorm,Branded Drug
42873629,TRUE,,prednisone 2 MG Delayed Release Oral Tablet,S,,NULL,,1303132,Drug,RxNorm,Clinical Drug
42873630,TRUE,,prednisone 2 MG Delayed Release Oral Tablet [Rayos],S,,NULL,,1303134,Drug,RxNorm,Branded Drug
42873631,TRUE,,prednisone 5 MG Delayed Release Oral Tablet,S,,NULL,,1303135,Drug,RxNorm,Clinical Drug
42873632,TRUE,,prednisone 5 MG Delayed Release Oral Tablet [Rayos],S,,NULL,,1303137,Drug,RxNorm,Branded Drug
35606532,TRUE,,methylprednisolone Injection,S,,NULL,,1743703,Drug,RxNorm,Clinical Drug Form
35606533,TRUE,,methylprednisolone 125 MG Injection,S,,NULL,,1743704,Drug,RxNorm,Clinical Drug
35606534,TRUE,,methylprednisolone 125 MG [Solu-Medrol],S,,NULL,,1743705,Drug,RxNorm,Branded Drug Comp
35606535,TRUE,,methylprednisolone Injection [Solu-Medrol],S,,NULL,,1743706,Drug,RxNorm,Branded Drug Form
35606536,TRUE,,methylprednisolone 125 MG Injection [Solu-Medrol],S,,NULL,,1743707,Drug,RxNorm,Branded Drug
35606537,TRUE,,methylprednisolone 500 MG,S,,NULL,,1743719,Drug,RxNorm,Clinical Drug Comp
35606538,TRUE,,methylprednisolone 500 MG Injection,S,,NULL,,1743720,Drug,RxNorm,Clinical Drug
35606539,TRUE,,methylprednisolone 500 MG [Solu-Medrol],S,,NULL,,1743721,Drug,RxNorm,Branded Drug Comp
35606540,TRUE,,methylprednisolone 500 MG Injection [Solu-Medrol],S,,NULL,,1743722,Drug,RxNorm,Branded Drug
35606541,TRUE,,methylprednisolone 1000 MG,S,,NULL,,1743725,Drug,RxNorm,Clinical Drug Comp
35606542,TRUE,,methylprednisolone 1000 MG Injection,S,,NULL,,1743726,Drug,RxNorm,Clinical Drug
35606543,TRUE,,methylprednisolone 1000 MG [Solu-Medrol],S,,NULL,,1743727,Drug,RxNorm,Branded Drug Comp
35606544,TRUE,,methylprednisolone 1000 MG Injection [Solu-Medrol],S,,NULL,,1743729,Drug,RxNorm,Branded Drug
35606545,TRUE,,1 ML methylprednisolone acetate 40 MG/ML Injection,S,,NULL,,1743779,Drug,RxNorm,Quant Clinical Drug
35606546,TRUE,,methylprednisolone Injection [Depo-Medrol],S,,NULL,,1743780,Drug,RxNorm,Branded Drug Form
35606547,TRUE,,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol],S,,NULL,,1743781,Drug,RxNorm,Quant Branded Drug
35606548,TRUE,,methylprednisolone acetate 40 MG/ML Injection,S,,NULL,,1743782,Drug,RxNorm,Clinical Drug
35606549,TRUE,,methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol],S,,NULL,,1743783,Drug,RxNorm,Branded Drug
35606554,TRUE,,1 ML methylprednisolone acetate 80 MG/ML Injection,S,,NULL,,1743855,Drug,RxNorm,Quant Clinical Drug
35606555,TRUE,,1 ML methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol],S,,NULL,,1743856,Drug,RxNorm,Quant Branded Drug
35606556,TRUE,,methylprednisolone acetate 80 MG/ML Injection,S,,NULL,,1743857,Drug,RxNorm,Clinical Drug
35606557,TRUE,,methylprednisolone acetate 80 MG/ML Injection [Depo-Medrol],S,,NULL,,1743858,Drug,RxNorm,Branded Drug
