concept_id,dx_core_concept_ids,dx_concept_names,dx_core_count,concept_name,vocabulary_id,concept_class_id,standard_concept
37402998,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37402999,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37403001,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37403000,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10524,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness",ICD10CM,6-char nonbill code,NULL
45592527,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45577900,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45553840,1572413,Intracranial injury,1,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572421,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum,ICD10CM,5-char nonbill code,NULL
10519,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level,ICD10CM,6-char nonbill code,NULL
45539453,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45587608,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45558585,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10520,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45606910,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45606911,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45534556,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10517,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45558584,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45592525,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45597284,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10515,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45563402,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45592524,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45592523,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10516,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45587607,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45606908,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45539452,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10518,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45606909,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45553839,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45549072,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10521,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45539454,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10522,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45558586,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10523,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45573130,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45582815,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45606912,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37402994,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37402995,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37402997,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37402996,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10514,1572413,Intracranial injury,1,Contusion and laceration of left cerebrum without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45568239,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45549071,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45568240,1572413,Intracranial injury,1,"Contusion and laceration of left cerebrum without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572420,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum,ICD10CM,5-char nonbill code,NULL
10509,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level,ICD10CM,6-char nonbill code,NULL
45606906,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45553838,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45592521,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10510,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,ICD10CM,6-char nonbill code,NULL
45606907,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45539450,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45602101,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10507,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes,ICD10CM,6-char nonbill code,NULL
45577899,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45539449,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45553837,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10505,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less,ICD10CM,6-char nonbill code,NULL
45573125,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45573127,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45573126,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10506,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes,ICD10CM,6-char nonbill code,NULL
45577897,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45577898,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45558583,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10508,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours,ICD10CM,6-char nonbill code,NULL
45549069,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45568238,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45568237,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10511,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45587606,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10512,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,ICD10CM,6-char nonbill code,NULL
45582814,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10513,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration,ICD10CM,6-char nonbill code,NULL
45573129,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45549070,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45597283,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37402990,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum with loss of consciousness status unknown,ICD10CM,6-char nonbill code,NULL
37402991,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
37402993,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, sequela",ICD10CM,7-char billing code,NULL
37402992,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, subsequent encounter",ICD10CM,7-char billing code,NULL
10504,1572413,Intracranial injury,1,Contusion and laceration of right cerebrum without loss of consciousness,ICD10CM,6-char nonbill code,NULL
45544254,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter",ICD10CM,7-char billing code,NULL
45568236,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum without loss of consciousness, sequela",ICD10CM,7-char billing code,NULL
45573124,1572413,Intracranial injury,1,"Contusion and laceration of right cerebrum without loss of consciousness, subsequent encounter",ICD10CM,7-char billing code,NULL
1572427,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem",ICD10CM,5-char nonbill code,NULL
10579,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level",ICD10CM,6-char nonbill code,NULL
45582827,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",ICD10CM,7-char billing code,NULL
45553856,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela",ICD10CM,7-char billing code,NULL
45563414,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",ICD10CM,7-char billing code,NULL
10580,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving",ICD10CM,6-char nonbill code,NULL
45597299,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",ICD10CM,7-char billing code,NULL
45549086,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",ICD10CM,7-char billing code,NULL
45568256,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter",ICD10CM,7-char billing code,NULL
10577,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes",ICD10CM,6-char nonbill code,NULL
45549085,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45558592,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45553855,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10575,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less",ICD10CM,6-char nonbill code,NULL
45573137,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, initial encounter",ICD10CM,7-char billing code,NULL
45606924,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, sequela",ICD10CM,7-char billing code,NULL
45573138,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, subsequent encounter",ICD10CM,7-char billing code,NULL
10576,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes",ICD10CM,6-char nonbill code,NULL
45587617,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, initial encounter",ICD10CM,7-char billing code,NULL
45606925,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, sequela",ICD10CM,7-char billing code,NULL
45577905,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",ICD10CM,7-char billing code,NULL
10578,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours",ICD10CM,6-char nonbill code,NULL
45597298,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, initial encounter",ICD10CM,7-char billing code,NULL
45573139,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, sequela",ICD10CM,7-char billing code,NULL
45587618,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, subsequent encounter",ICD10CM,7-char billing code,NULL
10581,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45563415,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10582,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to other cause prior to regaining consciousness",ICD10CM,6-char nonbill code,NULL
45587620,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",ICD10CM,7-char billing code,NULL
10583,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration",ICD10CM,6-char nonbill code,NULL
45592534,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, initial encounter",ICD10CM,7-char billing code,NULL
45602115,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, sequela",ICD10CM,7-char billing code,NULL
45563416,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, subsequent encounter",ICD10CM,7-char billing code,NULL
37403018,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown",ICD10CM,6-char nonbill code,NULL
37403019,1572413,Intracranial injury,1,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness status unknown, initial encounter",ICD10CM,7-char billing code,NULL
